faction_id,faction_name,start_date,finish_date,member_mk_ids,knesset
502,העבודה-מימד-עם אחד,2006-01-17,2006-01-17,"[8, 20, 22, 697, 59, 62, 64, 704, 204, 205, 78, 717, 220, 94, 100, 740, 741, 104, 105, 115, 755, 758, 123]",16
562,קדימה,2006-01-16,2006-04-17,"[96, 3, 42, 727, 16, 724, 213, 119, 728, 730, 58, 91, 125, 735]",16
502,העבודה-מימד-עם אחד,2006-01-12,2006-01-16,"[64, 704, 100, 740, 741, 8, 104, 105, 123, 204, 717, 115, 20, 755, 22, 758, 697, 59, 220, 94]",16
542,אחריות לאומית,2006-01-06,2006-01-16,"[96, 3, 42, 727, 16, 724, 213, 119, 728, 730, 58, 91, 125, 735]",16
24,הליכוד,2006-01-05,2006-04-17,"[1, 9, 19, 156, 169, 695, 69, 70, 72, 77, 723, 212, 725, 726, 729, 90, 731, 733, 734, 223, 736, 737, 738, 230, 114, 760, 122]",16
24,הליכוד,2005-12-11,2006-01-04,"[1, 9, 19, 169, 695, 69, 70, 72, 77, 723, 212, 725, 726, 729, 90, 731, 733, 734, 223, 736, 737, 738, 230, 114, 760, 122]",16
24,הליכוד,2005-12-10,2005-12-10,"[1, 9, 19, 169, 45, 695, 69, 70, 72, 77, 723, 212, 725, 726, 729, 90, 731, 733, 734, 223, 736, 737, 738, 230, 114, 760, 122]",16
24,הליכוד,2005-11-24,2005-12-09,"[1, 9, 19, 169, 45, 695, 69, 70, 72, 77, 723, 212, 725, 726, 729, 90, 731, 733, 734, 223, 736, 737, 738, 230, 114, 122]",16
542,אחריות לאומית,2005-11-23,2006-01-05,"[96, 3, 42, 727, 16, 724, 213, 119, 728, 730, 58, 91, 732, 125, 735]",16
502,העבודה-מימד-עם אחד,2005-11-19,2006-01-11,"[8, 20, 22, 697, 59, 64, 704, 204, 717, 220, 94, 100, 740, 741, 104, 105, 115, 755, 117, 758, 123]",16
502,העבודה-מימד-עם אחד,2005-11-18,2005-11-18,"[8, 20, 22, 697, 59, 64, 704, 204, 717, 220, 94, 739, 100, 740, 741, 104, 105, 115, 755, 117, 758, 123]",16
522,מרצ-יחד והבחירה הדמוקרטית,2005-07-27,2006-04-17,"[66, 5, 201, 203, 26, 126]",16
42,העבודה-מימד,2005-05-24,2005-06-20,[64],16
482,נוי,2005-05-23,2005-11-23,[58],16
502,העבודה-מימד-עם אחד,2005-05-23,2005-11-17,"[8, 20, 22, 697, 64, 704, 204, 717, 220, 94, 739, 100, 740, 741, 104, 105, 115, 755, 117, 758, 123]",16
43,שינוי ,2005-05-19,2006-01-26,"[98, 196, 742, 743, 744, 745, 746, 747, 748, 749, 750, 54, 759, 217]",16
462,"""צל""ש - ציונות, ליברליות ושוויון""",2005-05-18,2006-04-17,[227],16
444,ציונות לאומית דתית מתחדשת,2005-05-16,2006-04-17,"[73, 715]",16
49,"מפד""ל",2005-04-05,2006-04-17,"[753, 194, 92, 61]",16
442,התחברות,2005-04-04,2005-05-16,"[73, 715]",16
424,אגודת ישראל,2005-02-24,2006-04-17,"[216, 43, 103]",16
424,אגודת ישראל,2005-02-23,2005-02-23,"[216, 754, 43, 103]",16
422,דגל התורה,2005-01-13,2006-04-17,"[112, 35]",16
424,אגודת ישראל,2005-01-13,2005-02-22,"[216, 754, 103]",16
43,שינוי ,2004-12-18,2005-05-18,"[98, 227, 196, 742, 743, 744, 745, 746, 747, 748, 749, 750, 54, 759, 217]",16
43,שינוי ,2004-12-17,2004-12-17,"[98, 227, 196, 742, 743, 744, 745, 746, 747, 748, 749, 750, 54, 759, 217, 221]",16
42,העבודה-מימד,2004-06-30,2005-05-23,"[64, 704, 739, 100, 740, 741, 8, 104, 204, 717, 115, 20, 117, 22, 758, 697, 123, 220, 94]",16
42,העבודה-מימד,2004-06-29,2004-06-29,"[64, 704, 739, 100, 740, 741, 8, 104, 137, 204, 717, 115, 20, 117, 22, 758, 697, 123, 220, 94]",16
62,יחד  (ישראל חברתית דמוקרטית) והבחירה הדמוקרטית,2004-06-15,2005-07-27,"[66, 5, 201, 203, 26, 126]",16
45,האיחוד הלאומי-ישראל ביתנו מולדת-תקומה,2003-03-27,2006-01-31,"[121, 713, 12, 46, 752, 209, 89]",16
45,האיחוד הלאומי-ישראל ביתנו מולדת-תקומה,2003-03-26,2003-03-26,"[121, 713, 12, 46, 752, 209, 214, 89]",16
24,הליכוד,2003-03-10,2005-11-23,"[1, 3, 9, 16, 19, 169, 42, 45, 695, 69, 70, 72, 77, 723, 212, 213, 724, 725, 726, 727, 90, 91, 728, 729, 730, 223, 96, 731, 732, 733, 734, 735, 230, 736, 737, 738, 114, 119, 122, 125]",16
51,"בל""ד-ברית לאומית דמוקרטית",2003-02-17,2006-04-17,"[757, 756, 29]",16
52,"רע""מ-הרשימה הערבית המאוחדת",2003-02-17,2006-04-17,"[36, 13]",16
44,"ש""ס",2003-02-17,2006-03-24,"[65, 228, 37, 7, 206, 751, 50, 210, 25, 222, 63]",16
50,"חד""ש-תע""ל",2003-02-17,2006-02-07,"[208, 218, 197]",16
47,עם אחד,2003-02-17,2005-05-23,"[105, 58, 755]",16
49,"מפד""ל",2003-02-17,2005-04-04,"[194, 73, 715, 753, 92, 61]",16
48,יהדות התורה המאוחדת,2003-02-17,2005-01-13,"[35, 103, 112, 754, 216]",16
43,שינוי ,2003-02-17,2004-12-16,"[98, 227, 196, 742, 743, 744, 745, 746, 747, 748, 749, 750, 54, 217, 221]",16
42,העבודה-מימד,2003-02-17,2004-06-28,"[64, 704, 739, 100, 740, 741, 8, 104, 137, 204, 717, 115, 20, 117, 22, 697, 123, 220, 94]",16
46,מרצ,2003-02-17,2004-06-15,"[66, 5, 201, 203, 26, 126]",16
45,האיחוד הלאומי-ישראל ביתנו מולדת-תקומה,2003-02-17,2003-03-25,"[121, 713, 12, 46, 752, 214, 89]",16
53,ישראל בעליה,2003-02-17,2003-03-10,"[1, 91]",16
24,הליכוד,2003-02-17,2003-03-09,"[3, 9, 16, 19, 169, 42, 45, 695, 69, 70, 72, 77, 723, 212, 213, 724, 725, 726, 727, 90, 728, 729, 730, 731, 223, 96, 732, 733, 734, 735, 736, 230, 737, 738, 114, 119, 122, 125]",16
16,"רע""ם",2002-12-11,2003-02-17,"[36, 13]",15
687,האחדות הלאומית-הברית הלאומית המתקדמת,2002-12-10,2003-02-17,[83],15
5,"ש""ס",2002-11-15,2003-02-17,"[65, 34, 225, 226, 37, 198, 7, 228, 206, 207, 50, 210, 722, 25, 219, 222, 63]",15
5,"ש""ס",2002-11-14,2002-11-14,"[65, 34, 225, 226, 37, 198, 7, 228, 206, 207, 50, 210, 722, 25, 58, 219, 222, 63]",15
15,מפלגת המרכז,2002-11-07,2003-02-17,"[88, 82, 711]",15
4,הליכוד,2002-11-06,2003-02-17,"[9, 16, 19, 278, 155, 42, 45, 695, 69, 70, 712, 714, 77, 213, 223, 96, 230, 114, 119, 122, 125]",15
685,לב,2002-11-06,2002-11-06,"[712, 155]",15
6,מרצ,2002-11-01,2003-02-17,"[66, 708, 199, 200, 201, 203, 719, 80, 56, 126]",15
6,מרצ,2002-10-31,2002-10-31,"[66, 708, 199, 200, 201, 203, 719, 80, 113, 56, 126]",15
23,העבודה-מימד,2002-08-22,2003-02-17,"[6, 8, 137, 20, 22, 39, 59, 62, 64, 704, 68, 716, 205, 78, 717, 718, 85, 220, 94, 100, 231, 104, 115, 117, 123]",15
23,העבודה-מימד,2002-08-21,2002-08-21,"[6, 8, 137, 20, 22, 39, 59, 62, 64, 704, 67, 68, 716, 205, 78, 717, 718, 85, 220, 94, 100, 231, 104, 115, 117, 123]",15
23,העבודה-מימד,2002-08-12,2002-08-20,"[6, 8, 137, 20, 22, 39, 59, 62, 64, 704, 67, 68, 716, 205, 78, 717, 85, 220, 94, 100, 231, 104, 115, 117, 123]",15
23,העבודה-מימד,2002-08-11,2002-08-11,"[6, 8, 137, 20, 22, 23, 39, 59, 62, 64, 704, 67, 68, 716, 205, 78, 717, 85, 220, 94, 100, 231, 104, 115, 117, 123]",15
12,גשר,2002-06-06,2003-02-17,"[72, 709]",15
23,העבודה-מימד,2002-06-05,2002-08-10,"[6, 8, 137, 20, 22, 23, 39, 59, 62, 64, 704, 67, 68, 716, 205, 78, 85, 220, 94, 100, 231, 104, 115, 117, 123]",15
4,הליכוד,2002-02-23,2002-11-05,"[96, 69, 70, 230, 9, 42, 695, 714, 45, 77, 16, 114, 19, 213, 278, 119, 122, 125, 223]",15
4,הליכוד,2002-02-22,2002-02-22,"[96, 69, 70, 230, 9, 42, 695, 714, 45, 77, 16, 114, 19, 213, 86, 119, 278, 122, 125, 223]",15
7,האיחוד הלאומי - ישראל ביתנו,2001-10-18,2003-02-17,"[121, 713, 12, 46, 209, 214, 89]",15
7,האיחוד הלאומי - ישראל ביתנו,2001-10-17,2001-10-17,"[121, 713, 12, 46, 209, 51, 214, 89]",15
23,העבודה-מימד,2001-05-15,2002-06-04,"[6, 8, 137, 20, 22, 23, 39, 59, 62, 64, 704, 67, 68, 205, 78, 85, 220, 94, 100, 231, 104, 115, 117, 123]",15
3,ישראל אחת,2001-05-07,2001-05-15,"[6, 8, 137, 20, 22, 23, 39, 59, 62, 64, 704, 67, 68, 205, 78, 85, 220, 94, 100, 231, 104, 115, 117, 123]",15
15,מפלגת המרכז,2001-03-29,2002-11-06,"[711, 712, 82, 88, 155]",15
15,מפלגת המרכז,2001-03-28,2001-03-28,"[711, 712, 82, 87, 88, 155]",15
3,ישראל אחת,2001-03-10,2001-05-06,"[6, 8, 137, 20, 22, 23, 39, 59, 62, 64, 704, 67, 68, 205, 78, 85, 220, 94, 100, 104, 115, 117, 123]",15
13,דרך חדשה,2001-03-09,2001-05-07,[231],15
3,ישראל אחת,2001-03-09,2001-03-09,"[6, 8, 137, 20, 22, 23, 28, 39, 59, 62, 64, 704, 67, 68, 205, 78, 85, 220, 94, 100, 104, 115, 117, 123]",15
15,מפלגת המרכז,2001-03-08,2001-03-27,"[711, 82, 87, 88, 155]",15
3,ישראל אחת,2001-03-08,2001-03-08,"[6, 8, 137, 20, 22, 23, 28, 39, 59, 62, 704, 67, 68, 205, 78, 85, 220, 94, 100, 104, 115, 117, 123]",15
12,גשר,2001-03-07,2002-06-05,"[72, 74, 709]",15
13,דרך חדשה,2001-03-07,2001-03-08,"[224, 231, 215]",15
15,מפלגת המרכז,2001-03-07,2001-03-07,"[224, 87, 215, 88, 155]",15
13,דרך חדשה,2001-03-06,2001-03-06,[231],15
16,"רע""ם",2001-02-20,2002-12-10,"[83, 36, 13]",15
18,המפלגה הלאומית הערבית,2001-02-19,2003-02-17,"[57, 211]",15
3,ישראל אחת,2001-02-16,2001-03-07,"[6, 8, 137, 20, 22, 23, 28, 39, 59, 62, 704, 67, 68, 709, 72, 74, 205, 78, 85, 220, 94, 100, 104, 115, 117, 123]",15
3,ישראל אחת,2001-02-15,2001-02-15,"[6, 8, 137, 20, 22, 23, 27, 28, 33, 39, 59, 62, 704, 67, 68, 709, 72, 74, 205, 78, 85, 220, 94, 100, 104, 115, 117, 123]",15
4,הליכוד,2000-08-01,2002-02-21,"[96, 69, 70, 230, 9, 42, 695, 45, 77, 16, 114, 19, 213, 86, 119, 278, 122, 125, 223]",15
4,הליכוד,2000-07-31,2000-07-31,"[96, 69, 70, 230, 9, 42, 695, 45, 77, 110, 16, 114, 19, 213, 86, 119, 278, 122, 125, 223]",15
6,מרצ,2000-02-26,2002-10-30,"[66, 708, 199, 200, 201, 203, 80, 113, 56, 126]",15
6,מרצ,2000-02-25,2000-02-25,"[66, 708, 5, 199, 200, 201, 203, 80, 113, 56, 126]",15
7,האיחוד הלאומי - ישראל ביתנו,2000-02-01,2001-10-16,"[121, 12, 46, 209, 51, 214, 89]",15
20,"בל""ד-ברית לאומית דמוקרטית",1999-12-22,2003-02-17,[29],15
22,"תע""ל-התנועה הערבית להתחדשות",1999-12-21,2003-02-17,[208],15
3,ישראל אחת,1999-11-18,2001-02-14,"[8, 137, 20, 22, 23, 27, 28, 33, 39, 59, 62, 704, 67, 68, 72, 74, 205, 78, 85, 220, 94, 100, 104, 115, 117, 123]",15
3,ישראל אחת,1999-11-17,1999-11-17,"[8, 137, 18, 20, 22, 23, 27, 28, 33, 39, 59, 62, 704, 67, 68, 72, 74, 204, 205, 78, 85, 220, 94, 100, 104, 115, 117, 123]",15
679,האיחוד הלאומי,1999-10-21,2000-02-01,"[51, 12, 109, 46]",15
679,האיחוד הלאומי,1999-10-20,1999-10-20,"[99, 12, 109, 46, 51]",15
17,הבחירה הדמוקרטית,1999-10-18,2003-02-17,"[26, 229]",15
11,ישראל בעליה,1999-07-21,2003-02-17,"[232, 1, 91, 127]",15
683,מחר-מפלגת חברה ורפורמות,1999-07-20,1999-10-18,"[26, 229]",15
9,"המפד""ל",1999-07-16,2003-02-17,"[194, 202, 17, 696, 61]",15
9,"המפד""ל",1999-07-15,1999-07-15,"[194, 73, 202, 17, 696, 61]",15
4,הליכוד,1999-07-07,2000-07-30,"[96, 69, 70, 230, 9, 42, 695, 45, 77, 110, 114, 19, 213, 86, 119, 278, 122, 125, 223]",15
4,הליכוד,1999-07-06,1999-07-06,"[96, 69, 70, 122, 230, 9, 42, 695, 45, 77, 110, 114, 19, 213, 86, 119, 278, 90, 125, 223]",15
8,שינוי,1999-06-07,2003-02-17,"[98, 227, 196, 54, 217, 221]",15
10,יהדות התורה,1999-06-07,2003-02-17,"[35, 103, 43, 112, 216]",15
14,חד''ש,1999-06-07,2003-02-17,"[218, 197, 31]",15
19,עם אחד,1999-06-07,2003-02-17,"[105, 212]",15
21,חרות-התנועה הלאומית,1999-06-07,2003-02-17,[109],15
5,"ש""ס",1999-06-07,2002-11-13,"[65, 34, 225, 226, 37, 198, 7, 228, 206, 207, 50, 210, 25, 58, 219, 222, 63]",15
15,מפלגת המרכז,1999-06-07,2001-03-06,"[224, 231, 87, 215, 88, 155]",15
16,"רע""ם",1999-06-07,2001-02-19,"[36, 13, 83, 211, 57]",15
18,המפלגה הלאומית הערבית,1999-06-07,2001-02-18,[57],15
6,מרצ,1999-06-07,2000-02-24,"[66, 5, 199, 200, 201, 203, 80, 113, 56, 126]",15
681,ישראל ביתנו,1999-06-07,2000-02-01,"[89, 209, 214, 121]",15
7,האיחוד הלאומי - ישראל ביתנו,1999-06-07,2000-01-31,[121],15
20,"בל""ד-ברית לאומית דמוקרטית",1999-06-07,1999-12-21,"[208, 29]",15
3,ישראל אחת,1999-06-07,1999-11-16,"[8, 137, 18, 20, 22, 23, 27, 28, 33, 39, 59, 62, 67, 68, 72, 74, 204, 205, 78, 85, 220, 94, 100, 104, 115, 117, 123]",15
679,האיחוד הלאומי,1999-06-07,1999-10-19,"[99, 51, 12, 109]",15
17,הבחירה הדמוקרטית,1999-06-07,1999-10-17,[229],15
11,ישראל בעליה,1999-06-07,1999-07-20,"[1, 229, 232, 26, 91, 127]",15
9,"המפד""ל",1999-06-07,1999-07-14,"[194, 73, 202, 17, 61]",15
4,הליכוד,1999-06-07,1999-07-05,"[96, 69, 70, 122, 230, 9, 42, 45, 77, 110, 114, 19, 213, 86, 119, 278, 90, 125, 223]",15
611,העבודה,1999-03-26,1999-06-07,"[2, 4, 6, 8, 11, 18, 20, 22, 23, 27, 28, 32, 33, 39, 49, 59, 60, 62, 64, 67, 68, 78, 85, 94, 100, 104, 115, 117, 123]",14
633,הדרך השלישית,1999-03-26,1999-06-07,"[108, 71, 47]",14
659,"ח""כ בודד - ללא סיעה",1999-03-25,1999-06-07,"[107, 53]",14
665,עם אחד,1999-03-25,1999-06-07,"[81, 105, 55]",14
667,שינוי,1999-03-25,1999-06-07,"[98, 54]",14
649,ישראל במרכז,1999-03-23,1999-06-07,"[82, 52, 84, 87, 88]",14
663,הצעירים,1999-03-22,1999-03-25,[54],14
629,מרצ,1999-03-18,1999-06-07,"[66, 5, 106, 80, 113, 56, 126]",14
661,תקומה,1999-03-17,1999-06-07,"[99, 46]",14
659,"ח""כ בודד - ללא סיעה",1999-03-17,1999-03-24,[107],14
643,"חד""ש",1999-03-08,1999-06-07,"[93, 95, 31]",14
657,"בל""ד-ברית לאומית דמוקרטית",1999-03-08,1999-06-07,"[83, 29]",14
615,"המפד""ל",1999-03-05,1999-06-07,"[73, 17, 116, 24, 92, 61, 30]",14
623,צומת,1999-03-05,1999-06-07,"[10, 38]",14
613,הליכוד,1999-03-04,1999-06-07,"[96, 97, 128, 69, 70, 122, 9, 42, 45, 77, 110, 16, 114, 19, 86, 119, 90, 124, 125]",14
627,מולדת,1999-03-04,1999-06-07,"[51, 12, 101]",14
655,אמונים,1999-03-04,1999-03-17,"[99, 46]",14
623,צומת,1999-03-04,1999-03-04,"[10, 101, 38]",14
653,מכורה,1999-03-04,1999-03-04,[101],14
631,יהדות התורה,1999-02-24,1999-06-07,"[43, 76, 103]",14
639,ישראל בעליה,1999-02-24,1999-06-07,"[1, 48, 26, 91, 127]",14
611,העבודה,1999-02-24,1999-03-25,"[2, 4, 6, 8, 11, 18, 20, 22, 23, 27, 28, 32, 33, 39, 49, 55, 59, 60, 62, 64, 67, 68, 78, 81, 85, 94, 100, 104, 105, 115, 117, 123]",14
625,דגל התורה,1999-02-23,1999-06-07,[112],14
635,גשר,1999-02-23,1999-06-07,"[72, 74, 79]",14
647,חרות,1999-02-23,1999-06-07,"[109, 14, 111]",14
651,"עלי""ה",1999-02-23,1999-06-07,"[89, 121]",14
649,ישראל במרכז,1999-02-23,1999-03-22,"[82, 52, 84, 54, 87, 88]",14
645,הליכוד צומת,1999-02-23,1999-03-04,"[128, 9, 10, 16, 19, 38, 42, 45, 69, 70, 77, 86, 90, 96, 97, 101, 110, 114, 119, 122, 124, 125]",14
629,מרצ,1999-01-21,1999-03-17,"[66, 5, 106, 107, 80, 113, 56, 126]",14
617,שינוי - מפלגת המרכז,1999-01-20,1999-03-25,[98],14
637,הליכוד-גשר-צומת,1998-12-01,1999-02-23,"[128, 9, 10, 14, 16, 19, 38, 42, 45, 54, 69, 70, 72, 74, 77, 79, 82, 86, 87, 88, 90, 96, 97, 101, 109, 110, 111, 114, 119, 122, 124, 125]",14
637,הליכוד-גשר-צומת,1998-11-30,1998-11-30,"[128, 9, 10, 14, 15, 16, 19, 38, 42, 45, 54, 69, 70, 72, 74, 77, 79, 82, 86, 87, 88, 90, 96, 97, 101, 109, 110, 111, 114, 119, 122, 124, 125]",14
637,הליכוד-גשר-צומת,1998-11-19,1998-11-29,"[128, 9, 10, 14, 15, 16, 19, 38, 42, 45, 54, 69, 70, 72, 74, 77, 79, 82, 86, 87, 88, 90, 96, 97, 101, 109, 110, 111, 114, 119, 122, 125]",14
637,הליכוד-גשר-צומת,1998-11-18,1998-11-18,"[128, 3, 9, 10, 14, 15, 16, 19, 38, 42, 45, 54, 69, 70, 72, 74, 77, 79, 82, 86, 87, 88, 90, 96, 97, 101, 109, 110, 111, 114, 119, 122, 125]",14
631,יהדות התורה,1998-10-24,1999-02-23,"[112, 43, 76, 103]",14
631,יהדות התורה,1998-10-23,1998-10-23,"[35, 103, 43, 76, 112]",14
611,העבודה,1998-03-23,1999-02-23,"[2, 4, 6, 8, 11, 18, 20, 22, 23, 27, 28, 32, 33, 39, 49, 52, 55, 59, 60, 62, 64, 67, 68, 78, 81, 84, 85, 94, 100, 104, 105, 115, 117, 123]",14
611,העבודה,1998-03-21,1998-03-22,"[2, 4, 6, 8, 11, 18, 20, 22, 23, 27, 28, 32, 33, 39, 49, 52, 59, 60, 62, 64, 67, 68, 78, 81, 84, 85, 94, 100, 104, 105, 115, 117, 123]",14
615,"המפד""ל",1998-01-21,1999-03-04,"[99, 73, 46, 17, 116, 24, 92, 61, 30]",14
615,"המפד""ל",1998-01-20,1998-01-20,"[99, 73, 44, 46, 17, 116, 24, 92, 61, 30]",14
615,"המפד""ל",1997-05-13,1998-01-19,"[99, 73, 44, 46, 17, 116, 24, 92, 61]",14
615,"המפד""ל",1997-05-12,1997-05-12,"[99, 73, 44, 120, 46, 17, 116, 24, 92, 61]",14
611,העבודה,1996-10-16,1998-03-20,"[2, 4, 6, 8, 11, 18, 20, 22, 23, 27, 28, 32, 33, 39, 49, 52, 59, 60, 62, 64, 67, 68, 78, 81, 84, 85, 94, 100, 104, 105, 115, 117, 118, 123]",14
611,העבודה,1996-10-15,1996-10-15,"[2, 4, 6, 8, 11, 18, 20, 22, 23, 27, 28, 32, 33, 39, 49, 52, 59, 60, 62, 64, 67, 68, 75, 78, 81, 84, 85, 94, 100, 104, 105, 115, 117, 118, 123]",14
637,הליכוד-גשר-צומת,1996-09-02,1998-11-17,"[128, 3, 9, 10, 14, 15, 16, 19, 38, 42, 45, 54, 70, 72, 74, 77, 79, 82, 86, 87, 88, 90, 96, 97, 101, 109, 110, 111, 114, 119, 122, 125]",14
637,הליכוד-גשר-צומת,1996-09-01,1996-09-01,"[128, 3, 9, 10, 14, 15, 16, 19, 21, 38, 42, 45, 54, 70, 72, 74, 77, 79, 82, 86, 87, 88, 90, 96, 97, 101, 109, 110, 111, 114, 119, 122, 125]",14
619,"ש""ס",1996-06-17,1999-06-07,"[65, 34, 37, 102, 7, 41, 50, 25, 58, 63]",14
641,"מד""ע-רע""ם",1996-06-17,1999-06-07,"[40, 57, 36, 13]",14
633,הדרך השלישית,1996-06-17,1999-03-25,"[108, 53, 71, 47]",14
621,"חד""ש-בל""ד",1996-06-17,1999-03-08,"[29, 83, 31, 93, 95]",14
627,מולדת,1996-06-17,1999-03-03,"[51, 12]",14
639,ישראל בעליה,1996-06-17,1999-02-23,"[1, 121, 48, 89, 26, 91, 127]",14
629,מרצ,1996-06-17,1999-01-20,"[66, 98, 5, 106, 107, 80, 113, 56, 126]",14
631,יהדות התורה,1996-06-17,1998-10-22,"[112, 43, 35, 103]",14
615,"המפד""ל",1996-06-17,1997-05-11,"[99, 73, 44, 46, 17, 116, 24, 120, 61]",14
611,העבודה,1996-06-17,1996-10-14,"[2, 4, 6, 8, 11, 18, 20, 22, 23, 27, 28, 32, 33, 39, 49, 52, 59, 60, 62, 67, 68, 75, 78, 81, 84, 85, 94, 100, 104, 105, 115, 117, 118, 123]",14
637,הליכוד-גשר-צומת,1996-06-17,1996-08-31,"[128, 3, 9, 10, 14, 15, 16, 19, 21, 38, 42, 45, 54, 70, 72, 74, 77, 79, 82, 86, 87, 88, 90, 96, 97, 101, 109, 110, 111, 119, 122, 125]",14
601,גשר,1996-06-11,1996-06-17,"[72, 82]",13
571,העבודה,1996-06-08,1996-06-17,"[2, 130, 4, 134, 8, 136, 11, 142, 143, 145, 18, 20, 148, 22, 149, 152, 153, 27, 32, 33, 39, 167, 171, 172, 176, 49, 52, 59, 62, 67, 68, 75, 84, 85, 94, 104, 105, 115, 117, 118]",13
591,המערך,1996-06-07,1996-06-17,"[693, 694]",13
571,העבודה,1996-05-22,1996-06-07,"[2, 130, 4, 134, 8, 136, 11, 142, 143, 145, 18, 20, 148, 22, 149, 152, 153, 27, 32, 33, 39, 167, 171, 172, 176, 49, 52, 59, 62, 67, 68, 75, 465, 84, 85, 94, 104, 105, 115, 117, 118]",13
591,המערך,1996-05-21,1996-06-06,[694],13
573,הליכוד,1996-03-12,1996-06-17,"[128, 3, 131, 133, 9, 141, 14, 19, 21, 156, 157, 159, 161, 164, 169, 42, 45, 173, 174, 175, 70, 77, 86, 88, 90, 97, 110, 119, 122, 125]",13
601,גשר,1996-03-11,1996-06-10,[72],13
573,הליכוד,1996-03-11,1996-03-11,"[128, 3, 131, 133, 9, 141, 14, 19, 21, 156, 157, 159, 161, 164, 169, 42, 45, 173, 174, 175, 70, 72, 77, 82, 86, 88, 90, 97, 110, 119, 122, 125]",13
573,הליכוד,1996-03-10,1996-03-10,"[128, 3, 131, 133, 9, 141, 14, 144, 19, 21, 156, 157, 159, 161, 164, 169, 42, 45, 173, 174, 175, 70, 72, 77, 82, 86, 88, 90, 97, 110, 119, 122, 125]",13
571,העבודה,1996-03-08,1996-05-21,"[2, 130, 4, 134, 8, 136, 11, 142, 143, 145, 18, 20, 148, 22, 149, 152, 153, 27, 158, 32, 33, 39, 167, 171, 172, 176, 49, 52, 59, 62, 67, 68, 75, 465, 84, 85, 94, 104, 105, 115, 117, 118]",13
599,הדרך השלישית,1996-03-07,1996-06-17,"[108, 53]",13
593,יעוד,1995-11-28,1996-06-17,[170],13
597,עתיד,1995-11-27,1996-06-17,"[160, 139]",13
571,העבודה,1995-11-05,1996-03-07,"[2, 130, 4, 134, 8, 136, 11, 142, 143, 145, 18, 20, 148, 22, 149, 152, 153, 27, 158, 32, 33, 39, 167, 171, 172, 176, 49, 52, 53, 59, 62, 67, 68, 75, 465, 84, 85, 94, 104, 105, 108, 115, 117, 118]",13
573,הליכוד,1995-08-08,1996-03-09,"[128, 3, 131, 133, 9, 141, 14, 144, 19, 21, 156, 157, 159, 161, 164, 42, 45, 173, 174, 175, 70, 72, 77, 82, 86, 88, 90, 97, 110, 119, 122, 125]",13
573,הליכוד,1995-08-07,1995-08-07,"[128, 3, 131, 133, 9, 141, 14, 144, 19, 21, 156, 157, 159, 161, 164, 166, 42, 45, 173, 174, 175, 70, 72, 77, 82, 86, 88, 90, 97, 110, 119, 122, 125]",13
585,מולדת,1995-07-25,1996-06-17,"[51, 135]",13
595,ימין ישראל,1995-07-24,1996-06-17,[138],13
571,העבודה,1995-07-17,1995-11-04,"[2, 130, 4, 8, 136, 11, 142, 143, 145, 18, 20, 148, 22, 149, 152, 153, 27, 158, 32, 33, 39, 167, 168, 171, 172, 176, 49, 52, 53, 59, 62, 67, 68, 75, 465, 84, 85, 94, 104, 105, 108, 115, 117, 118]",13
571,העבודה,1995-07-16,1995-07-16,"[2, 130, 4, 8, 136, 11, 140, 142, 143, 145, 18, 20, 148, 22, 149, 152, 153, 27, 158, 32, 33, 39, 167, 168, 171, 172, 176, 49, 52, 53, 59, 62, 67, 68, 75, 465, 84, 85, 94, 104, 105, 108, 115, 117, 118]",13
571,העבודה,1995-07-06,1995-07-15,"[2, 130, 4, 8, 136, 11, 140, 142, 143, 145, 18, 20, 148, 22, 149, 152, 153, 27, 158, 32, 33, 39, 167, 168, 171, 172, 176, 49, 52, 53, 59, 62, 67, 68, 75, 84, 85, 94, 104, 105, 108, 115, 117, 118]",13
571,העבודה,1995-07-05,1995-07-05,"[2, 130, 4, 8, 136, 137, 11, 140, 142, 143, 145, 18, 20, 148, 22, 149, 152, 153, 27, 158, 32, 33, 39, 167, 168, 171, 172, 176, 49, 52, 53, 59, 62, 67, 68, 75, 84, 85, 94, 104, 105, 108, 115, 117, 118]",13
609,"חד""ש",1994-07-06,1996-06-17,"[83, 93, 31]",13
609,"חד""ש",1994-07-05,1994-07-05,"[83, 147, 93, 31]",13
589,יהדות התורה,1994-06-29,1996-06-17,"[112, 177, 146, 35]",13
589,יהדות התורה,1994-06-28,1994-06-28,"[35, 43, 686, 112, 177, 146]",13
581,צומת,1994-02-08,1996-06-17,"[101, 38, 10, 15, 54]",13
593,יעוד,1994-02-07,1995-11-27,"[160, 170, 139]",13
573,הליכוד,1993-12-31,1995-08-06,"[128, 3, 133, 9, 141, 14, 144, 19, 21, 156, 157, 159, 161, 164, 166, 42, 45, 173, 174, 175, 70, 72, 77, 82, 86, 88, 90, 97, 110, 119, 122, 125]",13
573,הליכוד,1993-12-30,1993-12-30,"[128, 3, 133, 9, 141, 14, 144, 19, 21, 155, 156, 157, 159, 161, 164, 166, 42, 45, 173, 174, 175, 70, 72, 77, 82, 86, 88, 90, 97, 110, 119, 122, 125]",13
589,יהדות התורה,1992-07-17,1994-06-27,"[112, 177, 43, 686]",13
589,יהדות התורה,1992-07-16,1992-07-16,"[163, 43, 686, 112, 177]",13
