mk_individual_id,faction_id,faction_name,start_date,finish_date,knesset
740,624,עבודה,2006-04-17,2009-02-24,17
751,628,"ש""ס",2006-04-17,2009-02-24,17
752,642,"איחוד לאומי-מפד""ל",2006-04-17,2009-02-24,17
756,626,"בל""ד",2006-04-17,2009-02-24,17
757,626,"בל""ד",2006-04-17,2009-02-24,17
758,624,עבודה,2006-04-17,2009-02-24,17
764,638,ישראל ביתנו,2006-04-17,2009-02-24,17
767,622,קדימה,2006-04-17,2009-02-24,17
768,622,קדימה,2006-04-17,2009-02-24,17
770,622,קדימה,2006-04-17,2009-02-24,17
771,622,קדימה,2006-04-17,2009-02-24,17
772,622,קדימה,2006-04-17,2009-02-24,17
774,622,קדימה,2006-04-17,2009-02-24,17
776,622,קדימה,2006-04-17,2009-02-24,17
777,634,גיל,2006-04-17,2009-02-24,17
778,636,"רע""מ-תע""ל",2006-04-17,2009-02-24,17
779,624,עבודה,2006-04-17,2009-02-24,17
780,630,"חד""ש",2006-04-17,2009-02-24,17
781,638,ישראל ביתנו,2006-04-17,2009-02-24,17
782,624,עבודה,2006-04-17,2009-02-24,17
784,628,"ש""ס",2006-04-17,2009-02-24,17
785,638,ישראל ביתנו,2006-04-17,2009-02-24,17
786,638,ישראל ביתנו,2006-04-17,2009-02-24,17
788,624,עבודה,2006-04-17,2009-02-24,17
789,630,"חד""ש",2006-04-17,2009-02-24,17
790,638,ישראל ביתנו,2006-04-17,2009-02-24,17
791,628,"ש""ס",2006-04-17,2009-02-24,17
792,624,עבודה,2006-04-17,2009-02-24,17
793,638,ישראל ביתנו,2006-04-17,2009-02-24,17
794,634,גיל,2006-04-17,2009-02-24,17
795,628,"ש""ס",2006-04-17,2009-02-24,17
796,634,גיל,2006-04-17,2009-02-24,17
797,624,עבודה,2006-04-17,2009-02-24,17
799,634,גיל,2006-04-17,2009-02-24,17
800,636,"רע""מ-תע""ל",2006-04-17,2009-02-24,17
801,638,ישראל ביתנו,2006-04-17,2009-02-24,17
802,638,ישראל ביתנו,2006-04-17,2009-02-24,17
813,624,עבודה,2006-04-17,2009-02-24,17
112,632,יהדות התורה,2006-04-17,2009-01-26,17
18,640,מרצ,2006-04-17,2008-11-04,17
783,632,יהדות התורה,2006-04-17,2008-07-31,17
741,624,עבודה,2006-04-17,2008-07-02,17
787,634,גיל,2006-04-17,2008-06-02,17
798,634,גיל,2006-04-17,2008-06-02,17
803,634,גיל,2006-04-17,2008-06-02,17
94,624,עבודה,2006-04-17,2008-05-28,17
25,628,"ש""ס",2006-04-17,2008-04-27,17
773,622,קדימה,2006-04-17,2008-02-09,17
769,622,קדימה,2006-04-17,2007-09-27,17
104,622,קדימה,2006-04-17,2007-06-13,17
29,626,"בל""ד",2006-04-17,2007-04-24,17
223,690,ליכוד,2006-04-17,2007-02-27,17
121,638,ישראל ביתנו,2006-04-17,2007-01-16,17
127,690,ליכוד,2006-04-17,2006-11-21,17
775,622,קדימה,2006-04-17,2006-04-28,17
207,44,"ש""ס",2006-03-25,2006-04-17,16
766,502,העבודה-מימד-עם אחד,2006-02-15,2006-04-17,16
764,590,ישראל ביתנו,2006-02-08,2006-04-17,16
765,502,העבודה-מימד-עם אחד,2006-02-08,2006-02-15,16
197,604,"חד""ש - החזית הדמוקרטית לשלום ולשוויון",2006-02-07,2006-04-17,16
208,602,"תע""ל - התנועה הערבית להתחדשות",2006-02-07,2006-04-17,16
218,604,"חד""ש - החזית הדמוקרטית לשלום ולשוויון",2006-02-07,2006-04-17,16
54,586,הבית הלאומי,2006-02-05,2006-04-17,16
749,586,הבית הלאומי,2006-02-05,2006-04-17,16
12,584,האיחוד הלאומי מולדת-תקומה,2006-02-01,2006-04-17,16
46,584,האיחוד הלאומי מולדת-תקומה,2006-02-01,2006-04-17,16
121,590,ישראל ביתנו,2006-02-01,2006-04-17,16
209,590,ישראל ביתנו,2006-02-01,2006-04-17,16
713,584,האיחוד הלאומי מולדת-תקומה,2006-02-01,2006-04-17,16
750,590,ישראל ביתנו,2006-02-01,2006-04-17,16
752,584,האיחוד הלאומי מולדת-תקומה,2006-02-01,2006-04-17,16
89,582,"ח""כ יחיד - מיכאל נודלמן",2006-02-01,2006-02-08,16
750,588,העולים,2006-02-01,2006-02-01,16
750,45,האיחוד הלאומי-ישראל ביתנו מולדת-תקומה,2006-02-01,2006-02-01,16
763,502,העבודה-מימד-עם אחד,2006-01-28,2006-04-17,16
98,564,הסיעה החילונית,2006-01-26,2006-04-17,16
196,564,הסיעה החילונית,2006-01-26,2006-04-17,16
217,564,הסיעה החילונית,2006-01-26,2006-04-17,16
742,564,הסיעה החילונית,2006-01-26,2006-04-17,16
743,564,הסיעה החילונית,2006-01-26,2006-04-17,16
744,564,הסיעה החילונית,2006-01-26,2006-04-17,16
745,564,הסיעה החילונית,2006-01-26,2006-04-17,16
747,564,הסיעה החילונית,2006-01-26,2006-04-17,16
759,564,הסיעה החילונית,2006-01-26,2006-04-17,16
54,564,הסיעה החילונית,2006-01-26,2006-02-05,16
749,564,הסיעה החילונית,2006-01-26,2006-02-05,16
762,502,העבודה-מימד-עם אחד,2006-01-25,2006-04-17,16
761,502,העבודה-מימד-עם אחד,2006-01-18,2006-04-17,16
205,502,העבודה-מימד-עם אחד,2006-01-17,2006-04-17,16
78,502,העבודה-מימד-עם אחד,2006-01-17,2006-02-08,16
62,502,העבודה-מימד-עם אחד,2006-01-17,2006-01-26,16
3,562,קדימה,2006-01-16,2006-04-17,16
16,562,קדימה,2006-01-16,2006-04-17,16
42,562,קדימה,2006-01-16,2006-04-17,16
58,562,קדימה,2006-01-16,2006-04-17,16
91,562,קדימה,2006-01-16,2006-04-17,16
96,562,קדימה,2006-01-16,2006-04-17,16
119,562,קדימה,2006-01-16,2006-04-17,16
125,562,קדימה,2006-01-16,2006-04-17,16
213,562,קדימה,2006-01-16,2006-04-17,16
724,562,קדימה,2006-01-16,2006-04-17,16
727,562,קדימה,2006-01-16,2006-04-17,16
728,562,קדימה,2006-01-16,2006-04-17,16
730,562,קדימה,2006-01-16,2006-04-17,16
735,562,קדימה,2006-01-16,2006-04-17,16
156,24,הליכוד,2006-01-05,2006-04-17,16
760,24,הליכוד,2005-12-10,2006-04-17,16
3,542,אחריות לאומית,2005-11-23,2006-01-16,16
16,542,אחריות לאומית,2005-11-23,2006-01-16,16
42,542,אחריות לאומית,2005-11-23,2006-01-16,16
58,542,אחריות לאומית,2005-11-23,2006-01-16,16
91,542,אחריות לאומית,2005-11-23,2006-01-16,16
96,542,אחריות לאומית,2005-11-23,2006-01-16,16
119,542,אחריות לאומית,2005-11-23,2006-01-16,16
125,542,אחריות לאומית,2005-11-23,2006-01-16,16
213,542,אחריות לאומית,2005-11-23,2006-01-16,16
724,542,אחריות לאומית,2005-11-23,2006-01-16,16
727,542,אחריות לאומית,2005-11-23,2006-01-16,16
728,542,אחריות לאומית,2005-11-23,2006-01-16,16
730,542,אחריות לאומית,2005-11-23,2006-01-16,16
735,542,אחריות לאומית,2005-11-23,2006-01-16,16
732,542,אחריות לאומית,2005-11-23,2006-01-05,16
59,502,העבודה-מימד-עם אחד,2005-11-18,2006-01-22,16
5,522,מרצ-יחד והבחירה הדמוקרטית,2005-07-27,2006-04-17,16
26,522,מרצ-יחד והבחירה הדמוקרטית,2005-07-27,2006-04-17,16
66,522,מרצ-יחד והבחירה הדמוקרטית,2005-07-27,2006-04-17,16
126,522,מרצ-יחד והבחירה הדמוקרטית,2005-07-27,2006-04-17,16
201,522,מרצ-יחד והבחירה הדמוקרטית,2005-07-27,2006-04-17,16
203,522,מרצ-יחד והבחירה הדמוקרטית,2005-07-27,2006-04-17,16
20,502,העבודה-מימד-עם אחד,2005-05-23,2006-04-17,16
22,502,העבודה-מימד-עם אחד,2005-05-23,2006-04-17,16
64,502,העבודה-מימד-עם אחד,2005-05-23,2006-04-17,16
94,502,העבודה-מימד-עם אחד,2005-05-23,2006-04-17,16
100,502,העבודה-מימד-עם אחד,2005-05-23,2006-04-17,16
105,502,העבודה-מימד-עם אחד,2005-05-23,2006-04-17,16
123,502,העבודה-מימד-עם אחד,2005-05-23,2006-04-17,16
204,502,העבודה-מימד-עם אחד,2005-05-23,2006-04-17,16
220,502,העבודה-מימד-עם אחד,2005-05-23,2006-04-17,16
697,502,העבודה-מימד-עם אחד,2005-05-23,2006-04-17,16
704,502,העבודה-מימד-עם אחד,2005-05-23,2006-04-17,16
717,502,העבודה-מימד-עם אחד,2005-05-23,2006-04-17,16
740,502,העבודה-מימד-עם אחד,2005-05-23,2006-04-17,16
741,502,העבודה-מימד-עם אחד,2005-05-23,2006-04-17,16
755,502,העבודה-מימד-עם אחד,2005-05-23,2006-04-17,16
758,502,העבודה-מימד-עם אחד,2005-05-23,2006-04-17,16
8,502,העבודה-מימד-עם אחד,2005-05-23,2006-01-17,16
104,502,העבודה-מימד-עם אחד,2005-05-23,2006-01-17,16
115,502,העבודה-מימד-עם אחד,2005-05-23,2006-01-17,16
117,502,העבודה-מימד-עם אחד,2005-05-23,2006-01-11,16
58,482,נוי,2005-05-23,2005-11-23,16
739,502,העבודה-מימד-עם אחד,2005-05-23,2005-11-18,16
227,462,"""צל""ש - ציונות, ליברליות ושוויון""",2005-05-18,2006-04-17,16
73,444,ציונות לאומית דתית מתחדשת,2005-05-16,2006-04-17,16
715,444,ציונות לאומית דתית מתחדשת,2005-05-16,2006-04-17,16
73,442,התחברות,2005-04-04,2005-05-16,16
715,442,התחברות,2005-04-04,2005-05-16,16
43,424,אגודת ישראל,2005-02-23,2006-04-17,16
35,422,דגל התורה,2005-01-13,2006-04-17,16
103,424,אגודת ישראל,2005-01-13,2006-04-17,16
112,422,דגל התורה,2005-01-13,2006-04-17,16
216,424,אגודת ישראל,2005-01-13,2006-04-17,16
754,424,אגודת ישראל,2005-01-13,2005-02-23,16
759,43,שינוי ,2004-12-17,2006-01-26,16
758,42,העבודה-מימד,2004-06-29,2005-05-23,16
5,62,יחד  (ישראל חברתית דמוקרטית) והבחירה הדמוקרטית,2004-06-15,2005-07-27,16
26,62,יחד  (ישראל חברתית דמוקרטית) והבחירה הדמוקרטית,2004-06-15,2005-07-27,16
66,62,יחד  (ישראל חברתית דמוקרטית) והבחירה הדמוקרטית,2004-06-15,2005-07-27,16
126,62,יחד  (ישראל חברתית דמוקרטית) והבחירה הדמוקרטית,2004-06-15,2005-07-27,16
201,62,יחד  (ישראל חברתית דמוקרטית) והבחירה הדמוקרטית,2004-06-15,2005-07-27,16
203,62,יחד  (ישראל חברתית דמוקרטית) והבחירה הדמוקרטית,2004-06-15,2005-07-27,16
209,45,האיחוד הלאומי-ישראל ביתנו מולדת-תקומה,2003-03-26,2006-02-01,16
1,24,הליכוד,2003-03-10,2006-04-17,16
91,24,הליכוד,2003-03-10,2005-11-23,16
7,44,"ש""ס",2003-02-17,2006-04-17,16
9,24,הליכוד,2003-02-17,2006-04-17,16
13,52,"רע""מ-הרשימה הערבית המאוחדת",2003-02-17,2006-04-17,16
19,24,הליכוד,2003-02-17,2006-04-17,16
25,44,"ש""ס",2003-02-17,2006-04-17,16
29,51,"בל""ד-ברית לאומית דמוקרטית",2003-02-17,2006-04-17,16
36,52,"רע""מ-הרשימה הערבית המאוחדת",2003-02-17,2006-04-17,16
37,44,"ש""ס",2003-02-17,2006-04-17,16
50,44,"ש""ס",2003-02-17,2006-04-17,16
61,49,"מפד""ל",2003-02-17,2006-04-17,16
63,44,"ש""ס",2003-02-17,2006-04-17,16
65,44,"ש""ס",2003-02-17,2006-04-17,16
69,24,הליכוד,2003-02-17,2006-04-17,16
70,24,הליכוד,2003-02-17,2006-04-17,16
72,24,הליכוד,2003-02-17,2006-04-17,16
77,24,הליכוד,2003-02-17,2006-04-17,16
90,24,הליכוד,2003-02-17,2006-04-17,16
92,49,"מפד""ל",2003-02-17,2006-04-17,16
114,24,הליכוד,2003-02-17,2006-04-17,16
122,24,הליכוד,2003-02-17,2006-04-17,16
169,24,הליכוד,2003-02-17,2006-04-17,16
194,49,"מפד""ל",2003-02-17,2006-04-17,16
206,44,"ש""ס",2003-02-17,2006-04-17,16
210,44,"ש""ס",2003-02-17,2006-04-17,16
212,24,הליכוד,2003-02-17,2006-04-17,16
222,44,"ש""ס",2003-02-17,2006-04-17,16
223,24,הליכוד,2003-02-17,2006-04-17,16
230,24,הליכוד,2003-02-17,2006-04-17,16
695,24,הליכוד,2003-02-17,2006-04-17,16
723,24,הליכוד,2003-02-17,2006-04-17,16
725,24,הליכוד,2003-02-17,2006-04-17,16
726,24,הליכוד,2003-02-17,2006-04-17,16
729,24,הליכוד,2003-02-17,2006-04-17,16
731,24,הליכוד,2003-02-17,2006-04-17,16
733,24,הליכוד,2003-02-17,2006-04-17,16
734,24,הליכוד,2003-02-17,2006-04-17,16
736,24,הליכוד,2003-02-17,2006-04-17,16
737,24,הליכוד,2003-02-17,2006-04-17,16
738,24,הליכוד,2003-02-17,2006-04-17,16
746,43,שינוי ,2003-02-17,2006-04-17,16
748,43,שינוי ,2003-02-17,2006-04-17,16
751,44,"ש""ס",2003-02-17,2006-04-17,16
753,49,"מפד""ל",2003-02-17,2006-04-17,16
756,51,"בל""ד-ברית לאומית דמוקרטית",2003-02-17,2006-04-17,16
757,51,"בל""ד-ברית לאומית דמוקרטית",2003-02-17,2006-04-17,16
228,44,"ש""ס",2003-02-17,2006-03-25,16
197,50,"חד""ש-תע""ל",2003-02-17,2006-02-07,16
208,50,"חד""ש-תע""ל",2003-02-17,2006-02-07,16
218,50,"חד""ש-תע""ל",2003-02-17,2006-02-07,16
12,45,האיחוד הלאומי-ישראל ביתנו מולדת-תקומה,2003-02-17,2006-02-01,16
46,45,האיחוד הלאומי-ישראל ביתנו מולדת-תקומה,2003-02-17,2006-02-01,16
89,45,האיחוד הלאומי-ישראל ביתנו מולדת-תקומה,2003-02-17,2006-02-01,16
121,45,האיחוד הלאומי-ישראל ביתנו מולדת-תקומה,2003-02-17,2006-02-01,16
713,45,האיחוד הלאומי-ישראל ביתנו מולדת-תקומה,2003-02-17,2006-02-01,16
750,43,שינוי ,2003-02-17,2006-02-01,16
752,45,האיחוד הלאומי-ישראל ביתנו מולדת-תקומה,2003-02-17,2006-02-01,16
54,43,שינוי ,2003-02-17,2006-01-26,16
98,43,שינוי ,2003-02-17,2006-01-26,16
196,43,שינוי ,2003-02-17,2006-01-26,16
217,43,שינוי ,2003-02-17,2006-01-26,16
742,43,שינוי ,2003-02-17,2006-01-26,16
743,43,שינוי ,2003-02-17,2006-01-26,16
744,43,שינוי ,2003-02-17,2006-01-26,16
745,43,שינוי ,2003-02-17,2006-01-26,16
747,43,שינוי ,2003-02-17,2006-01-26,16
749,43,שינוי ,2003-02-17,2006-01-26,16
45,24,הליכוד,2003-02-17,2005-12-10,16
3,24,הליכוד,2003-02-17,2005-11-23,16
16,24,הליכוד,2003-02-17,2005-11-23,16
42,24,הליכוד,2003-02-17,2005-11-23,16
96,24,הליכוד,2003-02-17,2005-11-23,16
119,24,הליכוד,2003-02-17,2005-11-23,16
125,24,הליכוד,2003-02-17,2005-11-23,16
213,24,הליכוד,2003-02-17,2005-11-23,16
724,24,הליכוד,2003-02-17,2005-11-23,16
727,24,הליכוד,2003-02-17,2005-11-23,16
728,24,הליכוד,2003-02-17,2005-11-23,16
730,24,הליכוד,2003-02-17,2005-11-23,16
732,24,הליכוד,2003-02-17,2005-11-23,16
735,24,הליכוד,2003-02-17,2005-11-23,16
8,42,העבודה-מימד,2003-02-17,2005-05-23,16
20,42,העבודה-מימד,2003-02-17,2005-05-23,16
22,42,העבודה-מימד,2003-02-17,2005-05-23,16
58,47,עם אחד,2003-02-17,2005-05-23,16
64,42,העבודה-מימד,2003-02-17,2005-05-23,16
94,42,העבודה-מימד,2003-02-17,2005-05-23,16
100,42,העבודה-מימד,2003-02-17,2005-05-23,16
104,42,העבודה-מימד,2003-02-17,2005-05-23,16
105,47,עם אחד,2003-02-17,2005-05-23,16
115,42,העבודה-מימד,2003-02-17,2005-05-23,16
117,42,העבודה-מימד,2003-02-17,2005-05-23,16
123,42,העבודה-מימד,2003-02-17,2005-05-23,16
204,42,העבודה-מימד,2003-02-17,2005-05-23,16
220,42,העבודה-מימד,2003-02-17,2005-05-23,16
697,42,העבודה-מימד,2003-02-17,2005-05-23,16
704,42,העבודה-מימד,2003-02-17,2005-05-23,16
717,42,העבודה-מימד,2003-02-17,2005-05-23,16
739,42,העבודה-מימד,2003-02-17,2005-05-23,16
740,42,העבודה-מימד,2003-02-17,2005-05-23,16
741,42,העבודה-מימד,2003-02-17,2005-05-23,16
755,47,עם אחד,2003-02-17,2005-05-23,16
227,43,שינוי ,2003-02-17,2005-05-18,16
73,49,"מפד""ל",2003-02-17,2005-04-04,16
715,49,"מפד""ל",2003-02-17,2005-04-04,16
35,48,יהדות התורה המאוחדת,2003-02-17,2005-01-13,16
103,48,יהדות התורה המאוחדת,2003-02-17,2005-01-13,16
112,48,יהדות התורה המאוחדת,2003-02-17,2005-01-13,16
216,48,יהדות התורה המאוחדת,2003-02-17,2005-01-13,16
754,48,יהדות התורה המאוחדת,2003-02-17,2005-01-13,16
221,43,שינוי ,2003-02-17,2004-12-17,16
137,42,העבודה-מימד,2003-02-17,2004-06-29,16
5,46,מרצ,2003-02-17,2004-06-15,16
26,46,מרצ,2003-02-17,2004-06-15,16
66,46,מרצ,2003-02-17,2004-06-15,16
126,46,מרצ,2003-02-17,2004-06-15,16
201,46,מרצ,2003-02-17,2004-06-15,16
203,46,מרצ,2003-02-17,2004-06-15,16
214,45,האיחוד הלאומי-ישראל ביתנו מולדת-תקומה,2003-02-17,2003-03-26,16
1,53,ישראל בעליה,2003-02-17,2003-03-10,16
91,53,ישראל בעליה,2003-02-17,2003-03-10,16
83,687,האחדות הלאומית-הברית הלאומית המתקדמת,2002-12-10,2003-02-17,15
722,5,"ש""ס",2002-11-14,2003-02-17,15
155,4,הליכוד,2002-11-06,2003-02-17,15
712,4,הליכוד,2002-11-06,2003-02-17,15
155,685,לב,2002-11-06,2002-11-06,15
712,685,לב,2002-11-06,2002-11-06,15
719,6,מרצ,2002-10-31,2003-02-17,15
718,23,העבודה-מימד,2002-08-21,2003-02-17,15
717,23,העבודה-מימד,2002-08-11,2003-02-17,15
716,23,העבודה-מימד,2002-06-05,2003-02-17,15
714,4,הליכוד,2002-02-22,2003-02-17,15
713,7,האיחוד הלאומי - ישראל ביתנו,2001-10-17,2003-02-17,15
6,23,העבודה-מימד,2001-05-15,2003-02-17,15
8,23,העבודה-מימד,2001-05-15,2003-02-17,15
20,23,העבודה-מימד,2001-05-15,2003-02-17,15
22,23,העבודה-מימד,2001-05-15,2003-02-17,15
39,23,העבודה-מימד,2001-05-15,2003-02-17,15
59,23,העבודה-מימד,2001-05-15,2003-02-17,15
62,23,העבודה-מימד,2001-05-15,2003-02-17,15
64,23,העבודה-מימד,2001-05-15,2003-02-17,15
68,23,העבודה-מימד,2001-05-15,2003-02-17,15
78,23,העבודה-מימד,2001-05-15,2003-02-17,15
85,23,העבודה-מימד,2001-05-15,2003-02-17,15
94,23,העבודה-מימד,2001-05-15,2003-02-17,15
100,23,העבודה-מימד,2001-05-15,2003-02-17,15
104,23,העבודה-מימד,2001-05-15,2003-02-17,15
115,23,העבודה-מימד,2001-05-15,2003-02-17,15
117,23,העבודה-מימד,2001-05-15,2003-02-17,15
123,23,העבודה-מימד,2001-05-15,2003-02-17,15
137,23,העבודה-מימד,2001-05-15,2003-02-17,15
205,23,העבודה-מימד,2001-05-15,2003-02-17,15
220,23,העבודה-מימד,2001-05-15,2003-02-17,15
231,23,העבודה-מימד,2001-05-15,2003-02-17,15
704,23,העבודה-מימד,2001-05-15,2003-02-17,15
67,23,העבודה-מימד,2001-05-15,2002-08-21,15
23,23,העבודה-מימד,2001-05-15,2002-08-11,15
231,3,ישראל אחת,2001-05-07,2001-05-15,15
712,15,מפלגת המרכז,2001-03-28,2002-11-06,15
64,3,ישראל אחת,2001-03-09,2001-05-15,15
82,15,מפלגת המרכז,2001-03-08,2003-02-17,15
711,15,מפלגת המרכז,2001-03-08,2003-02-17,15
72,12,גשר,2001-03-07,2003-02-17,15
709,12,גשר,2001-03-07,2003-02-17,15
74,12,גשר,2001-03-07,2002-06-05,15
215,13,דרך חדשה,2001-03-07,2001-03-08,15
224,13,דרך חדשה,2001-03-07,2001-03-08,15
231,13,דרך חדשה,2001-03-06,2001-05-07,15
57,18,המפלגה הלאומית הערבית,2001-02-19,2003-02-17,15
211,18,המפלגה הלאומית הערבית,2001-02-19,2003-02-17,15
6,3,ישראל אחת,2001-02-15,2001-05-15,15
709,3,ישראל אחת,2001-02-15,2001-03-07,15
16,4,הליכוד,2000-07-31,2003-02-17,15
708,6,מרצ,2000-02-25,2003-02-17,15
12,7,האיחוד הלאומי - ישראל ביתנו,2000-02-01,2003-02-17,15
46,7,האיחוד הלאומי - ישראל ביתנו,2000-02-01,2003-02-17,15
89,7,האיחוד הלאומי - ישראל ביתנו,2000-02-01,2003-02-17,15
109,21,חרות-התנועה הלאומית,2000-02-01,2003-02-17,15
121,7,האיחוד הלאומי - ישראל ביתנו,2000-02-01,2003-02-17,15
209,7,האיחוד הלאומי - ישראל ביתנו,2000-02-01,2003-02-17,15
214,7,האיחוד הלאומי - ישראל ביתנו,2000-02-01,2003-02-17,15
51,7,האיחוד הלאומי - ישראל ביתנו,2000-02-01,2001-10-17,15
29,20,"בל""ד-ברית לאומית דמוקרטית",1999-12-21,2003-02-17,15
208,22,"תע""ל-התנועה הערבית להתחדשות",1999-12-21,2003-02-17,15
704,3,ישראל אחת,1999-11-17,2001-05-15,15
46,679,האיחוד הלאומי,1999-10-20,2000-02-01,15
26,17,הבחירה הדמוקרטית,1999-10-18,2003-02-17,15
229,17,הבחירה הדמוקרטית,1999-10-18,2003-02-17,15
26,683,מחר-מפלגת חברה ורפורמות,1999-07-20,1999-10-18,15
229,683,מחר-מפלגת חברה ורפורמות,1999-07-20,1999-10-18,15
696,9,"המפד""ל",1999-07-15,2003-02-17,15
695,4,הליכוד,1999-07-06,2003-02-17,15
1,11,ישראל בעליה,1999-06-07,2003-02-17,15
7,5,"ש""ס",1999-06-07,2003-02-17,15
9,4,הליכוד,1999-06-07,2003-02-17,15
13,16,"רע""ם",1999-06-07,2003-02-17,15
17,9,"המפד""ל",1999-06-07,2003-02-17,15
19,4,הליכוד,1999-06-07,2003-02-17,15
25,5,"ש""ס",1999-06-07,2003-02-17,15
29,20,"בל""ד-ברית לאומית דמוקרטית",1999-06-07,2003-02-17,15
31,14,חד''ש,1999-06-07,2003-02-17,15
34,5,"ש""ס",1999-06-07,2003-02-17,15
35,10,יהדות התורה,1999-06-07,2003-02-17,15
36,16,"רע""ם",1999-06-07,2003-02-17,15
37,5,"ש""ס",1999-06-07,2003-02-17,15
42,4,הליכוד,1999-06-07,2003-02-17,15
43,10,יהדות התורה,1999-06-07,2003-02-17,15
45,4,הליכוד,1999-06-07,2003-02-17,15
50,5,"ש""ס",1999-06-07,2003-02-17,15
54,8,שינוי,1999-06-07,2003-02-17,15
56,6,מרצ,1999-06-07,2003-02-17,15
61,9,"המפד""ל",1999-06-07,2003-02-17,15
63,5,"ש""ס",1999-06-07,2003-02-17,15
65,5,"ש""ס",1999-06-07,2003-02-17,15
66,6,מרצ,1999-06-07,2003-02-17,15
69,4,הליכוד,1999-06-07,2003-02-17,15
70,4,הליכוד,1999-06-07,2003-02-17,15
77,4,הליכוד,1999-06-07,2003-02-17,15
80,6,מרצ,1999-06-07,2003-02-17,15
88,15,מפלגת המרכז,1999-06-07,2003-02-17,15
91,11,ישראל בעליה,1999-06-07,2003-02-17,15
96,4,הליכוד,1999-06-07,2003-02-17,15
98,8,שינוי,1999-06-07,2003-02-17,15
103,10,יהדות התורה,1999-06-07,2003-02-17,15
105,19,עם אחד,1999-06-07,2003-02-17,15
112,10,יהדות התורה,1999-06-07,2003-02-17,15
114,4,הליכוד,1999-06-07,2003-02-17,15
119,4,הליכוד,1999-06-07,2003-02-17,15
122,4,הליכוד,1999-06-07,2003-02-17,15
125,4,הליכוד,1999-06-07,2003-02-17,15
126,6,מרצ,1999-06-07,2003-02-17,15
127,11,ישראל בעליה,1999-06-07,2003-02-17,15
194,9,"המפד""ל",1999-06-07,2003-02-17,15
196,8,שינוי,1999-06-07,2003-02-17,15
197,14,חד''ש,1999-06-07,2003-02-17,15
198,5,"ש""ס",1999-06-07,2003-02-17,15
199,6,מרצ,1999-06-07,2003-02-17,15
200,6,מרצ,1999-06-07,2003-02-17,15
201,6,מרצ,1999-06-07,2003-02-17,15
202,9,"המפד""ל",1999-06-07,2003-02-17,15
203,6,מרצ,1999-06-07,2003-02-17,15
206,5,"ש""ס",1999-06-07,2003-02-17,15
207,5,"ש""ס",1999-06-07,2003-02-17,15
210,5,"ש""ס",1999-06-07,2003-02-17,15
212,19,עם אחד,1999-06-07,2003-02-17,15
213,4,הליכוד,1999-06-07,2003-02-17,15
216,10,יהדות התורה,1999-06-07,2003-02-17,15
217,8,שינוי,1999-06-07,2003-02-17,15
218,14,חד''ש,1999-06-07,2003-02-17,15
219,5,"ש""ס",1999-06-07,2003-02-17,15
221,8,שינוי,1999-06-07,2003-02-17,15
222,5,"ש""ס",1999-06-07,2003-02-17,15
223,4,הליכוד,1999-06-07,2003-02-17,15
225,5,"ש""ס",1999-06-07,2003-02-17,15
226,5,"ש""ס",1999-06-07,2003-02-17,15
227,8,שינוי,1999-06-07,2003-02-17,15
228,5,"ש""ס",1999-06-07,2003-02-17,15
229,17,הבחירה הדמוקרטית,1999-06-07,2003-02-17,15
230,4,הליכוד,1999-06-07,2003-02-17,15
232,11,ישראל בעליה,1999-06-07,2003-02-17,15
278,4,הליכוד,1999-06-07,2003-02-17,15
83,16,"רע""ם",1999-06-07,2002-12-10,15
58,5,"ש""ס",1999-06-07,2002-11-14,15
155,15,מפלגת המרכז,1999-06-07,2002-11-06,15
113,6,מרצ,1999-06-07,2002-10-31,15
86,4,הליכוד,1999-06-07,2002-02-22,15
8,3,ישראל אחת,1999-06-07,2001-05-15,15
20,3,ישראל אחת,1999-06-07,2001-05-15,15
22,3,ישראל אחת,1999-06-07,2001-05-15,15
23,3,ישראל אחת,1999-06-07,2001-05-15,15
39,3,ישראל אחת,1999-06-07,2001-05-15,15
59,3,ישראל אחת,1999-06-07,2001-05-15,15
62,3,ישראל אחת,1999-06-07,2001-05-15,15
67,3,ישראל אחת,1999-06-07,2001-05-15,15
68,3,ישראל אחת,1999-06-07,2001-05-15,15
78,3,ישראל אחת,1999-06-07,2001-05-15,15
85,3,ישראל אחת,1999-06-07,2001-05-15,15
94,3,ישראל אחת,1999-06-07,2001-05-15,15
100,3,ישראל אחת,1999-06-07,2001-05-15,15
104,3,ישראל אחת,1999-06-07,2001-05-15,15
115,3,ישראל אחת,1999-06-07,2001-05-15,15
117,3,ישראל אחת,1999-06-07,2001-05-15,15
123,3,ישראל אחת,1999-06-07,2001-05-15,15
137,3,ישראל אחת,1999-06-07,2001-05-15,15
205,3,ישראל אחת,1999-06-07,2001-05-15,15
220,3,ישראל אחת,1999-06-07,2001-05-15,15
87,15,מפלגת המרכז,1999-06-07,2001-03-28,15
28,3,ישראל אחת,1999-06-07,2001-03-09,15
72,3,ישראל אחת,1999-06-07,2001-03-07,15
74,3,ישראל אחת,1999-06-07,2001-03-07,15
215,15,מפלגת המרכז,1999-06-07,2001-03-07,15
224,15,מפלגת המרכז,1999-06-07,2001-03-07,15
231,15,מפלגת המרכז,1999-06-07,2001-03-06,15
57,16,"רע""ם",1999-06-07,2001-02-19,15
211,16,"רע""ם",1999-06-07,2001-02-19,15
27,3,ישראל אחת,1999-06-07,2001-02-15,15
