CommitteeSessionID,Number,KnessetNum,TypeID,TypeDesc,CommitteeID,Location,SessionUrl,BroadcastUrl,StartDate,FinishDate,Note,LastUpdatedDate,download_crc32c,download_filename,download_filesize,parts_crc32c,parts_filesize,parts_parsed_filename,text_crc32c,text_filesize,text_parsed_filename,topics,committee_name
475891,1212,18,161,פתוחה,653,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=475891,,2012-11-14 11:15:00,2012-11-14 13:15:00,,2015-03-20 10:10:04,StMuuA==,files/23/2/1/212442.DOC,72704,erZESg==,8160,files/4/7/475891.csv,TLSXaQ==,8170,files/4/7/475891.txt,"[""אישור מוסדות ציבור  לעניין סעיף 46 לפקודת מס הכנסה (רשימה 08994712) ולעניין סעיף 61 לחוק מיסוי מקרקעין (רשימה 08994812)"", ""אישור מוסדות ציבור לעניין סעיף 46 לפקודת מס הכנסה (רשימה 08953112)""]",הכספים
475893,1213,18,161,פתוחה,653,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=475893,,2012-11-14 10:40:00,2012-11-14 14:10:00,,2013-08-01 16:11:08,zCGGQg==,files/23/2/1/212441.DOC,301568,n/Q+dA==,82510,files/4/7/475893.csv,UzwOoA==,82478,files/4/7/475893.txt,"[""כללי המים (שינוי התוספת השניה לחוק), התשע\""ב - 2012""]",הכספים
475950,313,18,161,פתוחה,652,"חדר הוועדה, באגף קדמה, קומה 3, חדר 3720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=475950,,2012-11-19 10:30:00,,,2013-08-01 16:10:13,CYZwPg==,files/23/2/1/212434.DOC,71680,HI3gKA==,12194,files/4/7/475950.csv,YPmhSg==,12137,files/4/7/475950.txt,"[""בקשת חברי הכנסת אריה אלדד ומיכאל בן-ארי להתפלג מסיעת האיחוד הלאומי, בהתאם לסעיפים 59(1) ו-60 לחוק הכנסת.""]",הכנסת
475992,3,18,161,פתוחה,724,,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=475992,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3176,2012-11-27 10:00:00,,,2013-08-01 16:10:29,I/uBHA==,files/23/2/1/212537.DOC,814592,91GlSQ==,300097,files/4/7/475992.csv,O+oyQA==,300111,files/4/7/475992.txt,"[""תיקונים בצו הכללת  אמצעי  זיהוי  ביומטריים  ונתוני זיהוי ביומטריים במסמכי  זיהוי ובמאגר מידע, (תקופת מבחן), התשע\""א-2011""]",ועדת הכנסת המשותפת לפי חוק הכללת אמצעי זיהוי ביומטריים 
475993,4,18,161,פתוחה,724,,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=475993,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3177,2012-11-28 10:00:00,,,2013-08-01 16:11:17,1DN8Qg==,files/23/2/1/212809.DOC,439808,Td23Fw==,93631,files/4/7/475993.csv,Bwd0ww==,93782,files/4/7/475993.txt,"[""תיקונים בצו הכללת  אמצעי  זיהוי  ביומטריים  ונתוני זיהוי ביומטריים במסמכי  זיהוי ובמאגר מידע, (תקופת מבחן), התשע\""א-2011""]",ועדת הכנסת המשותפת לפי חוק הכללת אמצעי זיהוי ביומטריים 
476009,,18,161,פתוחה,660,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3730",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476009,,2012-11-22 15:00:00,,,2013-01-29 17:38:22,,,0,,0,,,0,,"[""תקנות הביטוח הלאומי (דמי קבורה), התשע\""ב-2012""]","העבודה, הרווחה והבריאות"
476011,677,18,161,פתוחה,657,"חדר הוועדה, באגף קדמה, קומה 1, חדר 1720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476011,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3175,2012-12-02 10:00:00,,,2013-08-01 16:11:31,KDf60w==,files/23/2/1/212805.DOC,207360,EqZhAA==,54012,files/4/7/476011.csv,a3htzQ==,54032,files/4/7/476011.txt,"[""חוק ההוצאה לפועל (תיקון מס' 42 והוראת שעה), התשע\""ג-2013""]","החוקה, חוק ומשפט"
476032,,18,160,חסויה,655,"חדר הוועדה, באגף הוועדות (קדמה), קומה 2, חדר 2750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476032,,2012-11-20 12:30:00,2012-11-20 13:30:00,,2013-01-29 17:38:22,,,,,,,,,,"[""אישור צווי גיוס חיילי מילואים מכוח סעיף 8 לחוק שירות המילואים, התשס\""ח-2008.""]",החוץ והביטחון
476069,792,18,161,פתוחה,660,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3730",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476069,,2012-11-28 15:00:00,,,2013-08-01 16:10:43,UskT1g==,files/23/2/1/212532.DOC,89088,mD+d/g==,14669,files/4/7/476069.csv,QiNJyg==,14729,files/4/7/476069.txt,"[""תקנות הביטוח הלאומי (דמי קבורה), התשע\""ב-2012""]","העבודה, הרווחה והבריאות"
476091,1215,18,161,פתוחה,653,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476091,,2012-11-27 10:00:00,2012-11-27 13:25:00,(התקנות הונחו),2013-08-01 16:10:47,R9HPSg==,files/23/2/1/212788.DOC,836096,/JIA6Q==,236156,files/4/7/476091.csv,Fd+ruQ==,236092,files/4/7/476091.txt,"[""תקנות סיוע לשדרות וליישובי הנגב המערבי (הוראת שעה) (הארכת תחולת סעיף 5(ב) לחוק), התשע\""ג-2012"", ""דיון בסוגיית הפיצויים על נזק עקיף לנפגעים באזור הדרום בגין מבצע \""עמוד ענן\"" "", ""תקנות מס רכוש וקרן פיצויים (תשלום פיצויים) (נזק מלחמה ונזק עקיף) (הוראת שעה), התשע\""ג-2012 ""]",הכספים
476093,1216,18,161,פתוחה,653,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476093,,2012-11-27 13:30:00,2012-11-27 13:50:00,,2013-08-01 16:10:42,wm+IoA==,files/23/2/1/212499.DOC,74752,8x7n1A==,9937,files/4/7/476093.csv,+JFmXQ==,9930,files/4/7/476093.txt,"[""אישור העמדת הלוואה לחברת התעשיה הצבאית לישראל בע\""מ בהתאם לסעיף 10 לחוק החברות הממשלתיות ""]",הכספים
476094,1217,18,161,פתוחה,653,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476094,,2012-11-27 13:50:00,2012-11-27 14:45:00, - המשך דיון,2013-08-01 16:11:09,MfSvNw==,files/23/2/1/212541.DOC,259072,oc6KkQ==,77942,files/4/7/476094.csv,6HCxpQ==,77901,files/4/7/476094.txt,"[""חישוב מס מאוחד לבני זוג העובדים יחדיו בעסק משותף - סעיפים 65 ו-66 לפקודת מס הכנסה""]",הכספים
476095,1218,18,161,פתוחה,653,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476095,,2012-11-27 14:45:00,2012-11-27 15:20:00,,2013-08-01 16:11:29,UCCHEQ==,files/23/2/1/212789.DOC,230912,Sorg0A==,46076,files/4/7/476095.csv,8KXQ3w==,46141,files/4/7/476095.txt,"[""שינויים בתקציב לשנת 2012""]",הכספים
476189,1219,18,161,פתוחה,653,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476189,,2012-12-04 09:30:00,2012-12-04 11:40:00,,2013-08-01 16:10:46,05wd/w==,files/23/2/1/212786.DOC,348672,q99B/A==,108438,files/4/7/476189.csv,DdPYdg==,108335,files/4/7/476189.txt,"[""תקנות מס רכוש וקרן פיצויים (תשלום פיצויים) (נזק מלחמה ונזק עקיף) (הוראת שעה), התשע\""ג-2012 ""]",הכספים
476190,1220,18,161,פתוחה,653,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476190,,2012-12-04 11:40:00,2012-12-04 13:00:00,לרבות בקשות על שינויים בתקציב לשנת 2012,2013-08-01 16:10:54,5tAoew==,files/23/2/1/212815.DOC,142848,Hu8Rug==,32197,files/4/7/476190.csv,FdQvmg==,32128,files/4/7/476190.txt,"[""שינויים בתקציב לשנת 2012""]",הכספים
476195,92,18,161,פתוחה,681,,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476195,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3179,2012-12-04 13:00:00,,,2013-08-01 16:11:15,uoLULQ==,files/23/2/1/212802.DOC,828928,TQFWlQ==,216769,files/4/7/476195.csv,pTpk+Q==,216663,files/4/7/476195.txt,"[""תקנות שיוויון זכויות לאנשים עם מוגבלות (התאמות נגישות לשירות) התשס\""ח 2008""]",ועדת משנה לתקנות שיוויון זכויות לאנשים עם מוגבלות
476210,615,18,161,פתוחה,656,"חדר הוועדה, באגף הוועדות (קדמה), קומה 1, חדר 1820",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476210,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3178,2012-12-04 10:00:00,,,2013-08-01 16:10:45,i+pvTA==,files/23/2/1/212534.DOC,336384,xiEPtw==,90047,files/4/7/476210.csv,Wh3gVw==,90061,files/4/7/476210.txt,"[""חוק למניעת הסתננות (עבירות ושיפוט) (הוראת שעה), התשע\""ג-2013""]",הפנים והגנת הסביבה
476214,678,18,161,פתוחה,657,"חדר הוועדה, באגף קדמה, קומה 1, חדר 1720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476214,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3180,2012-12-05 09:30:00,,,2013-08-01 16:10:32,URNMWQ==,files/23/2/1/212784.DOC,217600,dQoO5A==,53446,files/4/7/476214.csv,SlpE4w==,53367,files/4/7/476214.txt,"[""תקנות שיקים ללא כיסוי (סייגים לתחולת החוק), התשע\""ג-2012""]","החוקה, חוק ומשפט"
476215,314,18,161,פתוחה,652,"חדר הוועדה, באגף קדמה, קומה 3, חדר 3720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476215,,2012-12-03 19:00:00,,,2013-08-01 16:10:27,mh5cgw==,files/23/2/1/212530.DOC,750592,IfG1dw==,255632,files/4/7/476215.csv,YOaeiA==,256591,files/4/7/476215.txt,"[""בקשות להתפלגות סיעות וקביעת שם הסיעות החדשות"", ""בקשות חברי הכנסת לפרישה מסיעתם""]",הכנסת
476240,679,18,161,פתוחה,657,"חדר הוועדה, באגף קדמה, קומה 1, חדר 1720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476240,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3181,2012-12-11 10:00:00,,,2013-08-01 16:10:30,Um/Zzw==,files/23/2/1/212553.DOC,356352,5djrbQ==,88422,files/4/7/476240.csv,qycMog==,88465,files/4/7/476240.txt,"[""צו בתי דין דתיים (הקמת יחידות סיוע בבתי דין רבניים, דרכי הפעלתן וסדרי עבודתן), התשע\""ב - 2012 ""]","החוקה, חוק ומשפט"
476241,681,18,161,פתוחה,657,"חדר הוועדה, באגף קדמה, קומה 1, חדר 1720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476241,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3182,2012-12-18 10:05:00,,,2013-08-01 16:11:10,arHaSw==,files/23/2/1/212640.DOC,40448,5Sac5g==,1861,files/4/7/476241.csv,d+L2yg==,1836,files/4/7/476241.txt,"[""תקנות הדיינים (פגרות), התשע\""ב-2012""]","החוקה, חוק ומשפט"
476243,682,18,161,פתוחה,657,"חדר הוועדה, באגף קדמה, קומה 1, חדר 1720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476243,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3183,2012-12-18 10:30:00,,,2013-08-01 16:10:45,8R/kaQ==,files/23/2/1/212548.DOC,342528,2js2Og==,137927,files/4/7/476243.csv,UyTf7A==,137985,files/4/7/476243.txt,"[""צו איסור הלבנת הון (חובות זיהוי, דיווח וניהול רישומים של נותני שירותי מטבע למניעת הלבנת הון ומימון טרור), התשע\""ג-2012""]","החוקה, חוק ומשפט"
476278,315,18,161,פתוחה,652,"חדר הוועדה, באגף קדמה, קומה 3, חדר 3720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476278,,2012-12-17 12:00:00,,,2013-08-01 16:10:17,sKG+xQ==,files/23/2/1/212543.DOC,178688,Ci/SaA==,53331,files/4/7/476278.csv,SooSkA==,53284,files/4/7/476278.txt,"[""פניית מנכ\""ל הכנסת בדבר שינוי במתכונת העברת שידורי ערוץ הכנסת."", ""אישור השתייכותו הסיעתית של ח\""כ יורם מרציאנו, בהתאם להוראות סעיף 10(א)(4) לתקנון הכנסת""]",הכנסת
476281,12,18,161,פתוחה,675,,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476281,,2012-12-17 11:00:00,,,2013-08-01 16:11:32,9CdaaQ==,files/23/2/1/212806.DOC,338432,05vxYQ==,78664,files/4/7/476281.csv,pPWZ2A==,78615,files/4/7/476281.txt,"[""שינויים בתקציב הכנסת בשנת 2012."", ""שימוש בעודפי תקציב הכנסת משנת 2011 לשנת 2012 ""]",ועדה משותפת של ועדת הכנסת וועדת הכספים לתקציב הכנסת
476291,316,18,161,פתוחה,652,"חדר הוועדה, באגף קדמה, קומה 3, חדר 3720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476291,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3184,2012-12-17 13:00:00,,,2013-08-01 16:10:18,GMiJfA==,files/23/2/1/212636.DOC,99328,zE0eiA==,30784,files/4/7/476291.csv,PhATAg==,30708,files/4/7/476291.txt,"[""מעקב אחר הפעולות לאיתור הספינה \""אלטלנה\""""]",הכנסת
476346,1222,18,161,פתוחה,653,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476346,,2012-12-12 10:20:00,2012-12-12 12:15:00,,2013-08-01 16:10:58,CDYmtQ==,files/23/2/1/212833.DOC,351744,qHpk3g==,127884,files/4/7/476346.csv,r7TeVA==,127847,files/4/7/476346.txt,"[""הארכת תוקפם של חיקוקים הפוקעים בסוף שנת 2012 (סעיף 38 לחוק-יסוד: הכנסת) ""]",הכספים
476348,1223,18,161,פתוחה,653,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476348,,2012-12-12 12:15:00,2012-12-12 12:45:00,,2013-08-01 16:10:52,gw2fWQ==,files/23/2/1/212801.DOC,114688,wYfcEQ==,30199,files/4/7/476348.csv,lIxDLg==,30175,files/4/7/476348.txt,"[""אישור העמדת הלוואה לחברת התעשיה הצבאית לישראל בע\""מ בהתאם לסעיף 10 לחוק החברות הממשלתיות""]",הכספים
476349,1224,18,161,פתוחה,653,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476349,,2012-12-12 13:15:00,2012-12-12 14:15:00,,2013-08-01 16:11:38,RvFT+w==,files/23/2/1/212839.DOC,395776,5hp7PQ==,82301,files/4/7/476349.csv,v27yhg==,82217,files/4/7/476349.txt,"[""שינויים בתקציב לשנת 2012""]",הכספים
476350,,18,161,פתוחה,653,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476350,,2012-12-17 10:00:00,,הישיבה בוטלה,2013-01-29 17:38:22,,,,,,,,,,,הכספים
476354,1221,18,161,פתוחה,653,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476354,,2012-12-12 10:00:00,2012-12-12 10:20:00,,2013-08-01 16:11:12,IDqKbw==,files/23/2/1/212781.DOC,55296,ccv1rQ==,6428,files/4/7/476354.csv,1EIj6w==,6420,files/4/7/476354.txt,"[""תקנות מס רכוש וקרן פיצויים (תשלום פיצויים)(נזק מלחמה ונזק עקיף (הוראת שעה), התשע\""ג-2012 - הודעת מנכ\""ל משרד החקלאות ופיתוח הכפר""]",הכספים
476369,,18,161,פתוחה,681,,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476369,,2012-12-18 13:00:00,,,2013-01-29 17:38:22,,,0,,0,,,0,,"[""תקנות שיוויון זכויות לאנשים עם מוגבלות (התאמות נגישות לשירות) התשס\""ח 2008""]",ועדת משנה לתקנות שיוויון זכויות לאנשים עם מוגבלות
476370,794,18,161,פתוחה,660,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3730",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476370,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3189,2012-12-18 13:30:00,,,2013-08-01 16:11:11,hVFyGg==,files/23/2/1/212642.DOC,336384,0vmL1Q==,102542,files/4/7/476370.csv,0vK6pQ==,102579,files/4/7/476370.txt,"[""תקנות שיוויון זכויות לאנשים עם מוגבלות (התאמות נגישות לשירות) התשס\""ח 2008""]","העבודה, הרווחה והבריאות"
476372,,18,161,פתוחה,656,"חדר הוועדה, באגף הוועדות (קדמה), קומה 1, חדר 1820",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476372,,2012-12-18 11:00:00,,,2013-01-29 17:38:22,,,,,,,,,,"[""חוק לתיקון פקודת העיריות (מס' 133), התשע\""ג-2013""]",הפנים והגנת הסביבה
476413,965,18,161,פתוחה,654,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3740",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476413,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3185,2012-12-19 10:30:00,,,2013-08-01 16:11:16,kpbAwA==,files/23/2/1/212807.DOC,149504,0DyPdQ==,41358,files/4/7/476413.csv,kPRLDw==,41372,files/4/7/476413.txt,"[""תקנות התקשורת (בזק ושידורים)(הליכים ותנאים לקבלת רישיון כללי למתן שירותי בזק פנים ארציים נייחים)(תיקון), התשע\""ג-2012""]",הכלכלה
476414,966,18,161,פתוחה,654,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3740",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476414,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3186,2012-12-19 11:15:00,,,2013-08-01 16:10:57,M0T1ww==,files/23/2/1/212826.DOC,632320,VNwfPQ==,173795,files/4/7/476414.csv,B55WCQ==,173845,files/4/7/476414.txt,"[""תקנות המועצה לענף הלול (כללים בדבר מכסות לייצור ביצי מאכל לשיווק בשנת 2013), התשע\""ג-2013""]",הכלכלה
476416,967,18,161,פתוחה,654,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3740",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476416,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3187,2012-12-19 13:00:00,,,2013-08-01 16:10:47,ScnlWQ==,files/23/2/1/212787.DOC,81920,JLTUjQ==,14430,files/4/7/476416.csv,uSI7Tw==,14433,files/4/7/476416.txt,"[""תקנות התעבורה (תיקון מס'...), התשע\""ג-2012, בדבר תכנית הליווי לנהג חדש"", ""צו התעבורה (דחיית תחילת הוראות החוק לעניין נהג חדש צעיר), התשע\""ג-2012""]",הכלכלה
476417,1225,18,161,פתוחה,653,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476417,,2012-12-18 10:00:00,2012-12-18 11:00:00,המשך דיון,2013-08-01 16:10:59,TfrkCQ==,files/23/2/1/214798.DOC,283648,GNXwXg==,68229,files/4/7/476417.csv,VJlxYQ==,68116,files/4/7/476417.txt,"[""הארכת תוקפם של חיקוקים הפוקעים בסוף שנת 2012 (סעיף 38 לחוק-יסוד: הכנסת) ""]",הכספים
476418,1227,18,161,פתוחה,653,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476418,,2012-12-18 11:30:00,2012-12-18 13:30:00,,2013-08-01 16:10:59,FHoG7w==,files/23/2/1/212867.DOC,428032,FPkUuQ==,96285,files/4/7/476418.csv,xi0HzA==,95989,files/4/7/476418.txt,"[""שינויים בתקציב לשנת 2012""]",הכספים
476434,793,18,161,פתוחה,660,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3730",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476434,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3188,2012-12-18 13:00:00,,,2013-08-01 16:10:17,68o98g==,files/23/2/1/212554.DOC,107520,8TAzKQ==,22475,files/4/7/476434.csv,XJEyNw==,22544,files/4/7/476434.txt,"[""תקנות שוויון זכויות לאנשים עם מוגבלות (התאמות נגישות למקום ציבורי שהוא בניין קיים) (תיקון), התשע\""ג-2012""]","העבודה, הרווחה והבריאות"
476450,1226,18,161,פתוחה,653,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476450,,2012-12-18 11:00:00,2012-12-18 11:30:00,,2013-08-01 16:12:15,P+eESQ==,files/23/2/1/212830.DOC,188928,QnhslA==,42777,files/4/7/476450.csv,3Xvt9A==,42795,files/4/7/476450.txt,"[""ערבות מדינה לחברת החשמל לגיוס חוב""]",הכספים
476453,680,18,161,פתוחה,657,"חדר הוועדה, באגף קדמה, קומה 1, חדר 1720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476453,,2012-12-18 10:00:00,,,2013-08-01 16:11:11,/gF5Jw==,files/23/2/1/212641.DOC,43520,P6xKBQ==,2939,files/4/7/476453.csv,XE+Hbw==,2909,files/4/7/476453.txt,"[""תיקון טעות בחוק הגנה על הציבור מפני עברייני מין (תיקון מס' 3), התשע\""א - 2012 ""]","החוקה, חוק ומשפט"
476481,317,18,161,פתוחה,652,"חדר הוועדה, באגף קדמה, קומה 3, חדר 3720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476481,,2012-12-20 12:15:00,,,2013-08-01 16:11:20,q5aaxg==,files/23/2/1/212827.DOC,109568,OFhJPg==,27302,files/4/7/476481.csv,fSaiQw==,27296,files/4/7/476481.txt,"[""בקשת הממשלה להקדמת הדיון בהצעת חוק, בכל הקריאות"", ""תיקון החלטת ועדת הכנסת בדבר ישיבות הוועדות בפגרה, בעניין שתי הצעות החוק האמורות בסעיף 2 להלן.""]",הכנסת
476491,4,18,161,פתוחה,836,,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476491,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3202,2012-12-30 13:00:00,,,2013-08-01 16:11:13,tgmMYA==,files/23/2/1/212795.DOC,122368,F9gJSA==,30291,files/4/7/476491.csv,nFqbyA==,30251,files/4/7/476491.txt,"[""פנסיה בקיבוץ המתחדש""]",ועדת משנה לנושא: פנסיה בקיבוץ המתחדש
476497,968,18,161,פתוחה,654,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3740",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476497,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3190,2012-12-20 16:00:00,,הישיבה תשודר בערוץ הכנסת,2013-08-01 16:10:48,/zZ+6g==,files/23/2/1/212783.DOC,317440,ceGnmQ==,83927,files/4/7/476497.csv,TYHPYA==,84071,files/4/7/476497.txt,"[""חוק התקשורת (המשך שידורי חדשות מקומיות בטלוויזיה) (תיקוני חקיקה) (הוראות שעה) (תיקון מס' 5), התשע\""ג-2012""]",הכלכלה
476499,969,18,161,פתוחה,654,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3740",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476499,,2012-12-20 17:30:00,,הישיבה תשודר בערוץ הכנסת,2013-08-01 16:10:34,pyHjjQ==,files/23/2/1/212800.DOC,878592,jo9A2A==,343167,files/4/7/476499.csv,dqqJ3g==,343479,files/4/7/476499.txt,"[""חוק הרשות השנייה לטלוויזיה ורדיו (תיקון מס' 37), התשע\""ג-2012""]",הכלכלה
476524,1228,18,161,פתוחה,653,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=476524,,2012-12-23 10:00:00,2012-12-23 12:15:00,"בהשתתפות יו""ר הכנסת, ח""כ ראובן ריבלין",2013-08-01 16:12:13,E0BS6w==,files/23/2/1/212798.DOC,462336,9bJdag==,147240,files/4/7/476524.csv,Cd6Obg==,147314,files/4/7/476524.txt,"[""עדכון שיעורי התגמולים לנכי רדיפות הנאצים ולנכי המלחמה בנאצים:צו נכי המלחמה בנאצים  (שינוי שיעור התגמולים)(הוראת שעה); צו נכי המלחמה בנאצים (שינוי שיעור התגמולים); צו נכי רדיפות הנאצים (שינוי שיעור התגמולים)""]",הכספים
