CommitteeSessionID,Number,KnessetNum,TypeID,TypeDesc,CommitteeID,Location,SessionUrl,BroadcastUrl,StartDate,FinishDate,Note,LastUpdatedDate,download_crc32c,download_filename,download_filesize,parts_crc32c,parts_filesize,parts_parsed_filename,text_crc32c,text_filesize,text_parsed_filename,topics,committee_name,mks,invitees,legal_advisors,manager,attended_mk_individual_ids
474085,300,18,161,פתוחה,652,"חדר הוועדה, באגף קדמה, קומה 3, חדר 3720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=474085,,2012-07-24 10:50:00,,,2013-07-21 23:10:40,SH/zUg==,files/23/2/1/211083.DOC,43008,KlMhig==,3294,files/4/7/474085.csv,jgF44w==,3271,files/4/7/474085.txt,"[""בקשת יושב ראש ועדה להקדמת הדיון בהצעת חוק""]",הכנסת,"[""יריב לוין – היו\""ר"", ""רוברט אילטוב"", ""עינת וילף"", ""נסים זאב"", ""ציון פיניאן"", ""דוד רותם"", ""יעקב כץ"", ""מרינה סולודקין"", ""כרמל שאמה-הכהן"", ""שכיב שנאן""]","[{""name"": ""ירדנה מלר-הורוביץ מזכירת הכנסת""}]","[""ארבל אסטרחן""]","[""אתי בן יוסף""]","[827, 805, 840, 812, 206, 849, 793, 826, 91, 829]"
474088,663,18,161,פתוחה,657,"חדר הוועדה, באגף קדמה, קומה 1, חדר 1720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=474088,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3045,2012-07-25 10:00:00,,,2013-07-21 23:10:19,Pvus6Q==,files/23/2/1/210940.DOC,60928,sxB0yw==,4120,files/4/7/474088.csv,bsFCiw==,4107,files/4/7/474088.txt,"[""הצעת חוק הקאדים (תיקון מס' 17) (תקופת כהונתו של נשיא בית הדין השרעי לערעורים), התשע\""ב-2012""]","החוקה, חוק ומשפט","[""דוד רותם – היו\""ר"", ""נסים זאב"", ""אחמד טיבי"", ""אורי מקלב"", ""דב חנין"", ""גאלב מג'אדלה""]","[{""name"": ""דארין דניאל"", ""role"": ""מנהלת מחלקה בכירה, משרד המשפטים""}]","[""רות גורדין""]","[""דורית ואג""]","[805, 780, 814, 206, 208, 758]"
474093,691,18,161,פתוחה,659,"חדר הוועדה, באגף הוועדות (קדמה), קומה 2, חדר 2720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=474093,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3085,2012-08-01 11:00:00,,,2013-08-01 16:14:17,3pbkGA==,files/23/2/1/211697.DOC,387584,Z2V0jA==,136503,files/4/7/474093.csv,/GB6Aw==,136427,files/4/7/474093.txt,"[""השלטון המקומי לקראת שנת הלימודים תשע?ג - הגדלת הפערים או קידום החינוך?""]","החינוך, התרבות והספורט","[""עינת וילף – היו\""ר"", ""ג'מאל זחאלקה""]","[{""name"": ""מיכל כהן"", ""role"": ""מנהלת המינהל הפדגוגי וסמנכ\""לית משרד החינוך""}, {""name"": ""דודי מזרחי"", ""role"": ""מנהל אגף תקציבים, משרד החינוך""}, {""name"": ""אסף דטנר"", ""role"": ""מנהל אגף בינוי ותקצוב, משרד החינוך""}, {""name"": ""דורית מורג"", ""role"": ""היועצת המשפטית, משרד החינוך""}, {""name"": ""אורי שמרת"", ""role"": ""אגף התקציבים, משרד האוצר""}, {""name"": ""שלום בן משה"", ""role"": ""מנהל אגף בכיר הכשרה וחינוך מקצועי, משרד התעשייה, המסחר והתעסוקה""}, {""name"": ""אתי אלוני"", ""role"": ""ראש מינהל חברה וחינוך, מרכז השלטון המקומי""}, {""name"": ""זיו בר"", ""role"": ""ראש תחום חינוך, נוער וצעירים, מינהל חברה וחינוך, מרכז השלטון המקומי""}, {""name"": ""נחום חופרי"", ""role"": ""ראש עיריית רעננה, מרכז השלטון המקומי""}, {""name"": ""אבי קמינסקי"", ""role"": ""יושב-ראש איגוד מנהלי מחלקות חינוך""}, {""name"": ""ד\""ר מקס אביסרור"", ""role"": ""יושב-ראש  הוועד המנהל, מרכז מהו\""ת, מכללת לוינסקי""}, {""name"": ""שרון רוגזינסקי"", ""role"": ""ארגון גננות מחנכות""}, {""name"": ""שושנה קדוש"", ""role"": ""סייעת, קרית ביאליק, חברת ועד, איתך - משפטניות למען צדק חברתי""}, {""name"": ""זיוה אבידן"", ""role"": ""סייעת""}, {""name"": ""בתיה אזרן"", ""role"": ""סייעת, ועד סייעות פנימי, עיריית אשקלון""}, {""name"": ""יולנדה בן שימול"", ""role"": ""סייעת, אשקלון""}, {""name"": ""אוסנת רווח"", ""role"": ""סייעת, ועד פנימי של הסייעות, עיריית אשקלון""}, {""name"": ""גילי אלון"", ""role"": ""סייעת, באר שבע, חברת ועד בעירייה""}, {""name"": ""ברכה דוגמה"", ""role"": ""סייעת, לב השרון""}, {""name"": ""נטע לוי"", ""role"": ""עו\""ד, עמותת איתך-מעכי, משפטניות למען צדק חברתי""}, {""name"": ""אריאלה לוי"", ""role"": ""יושבת-ראש מטה סייעות חינוכי ארצי""}, {""name"": ""רות מלחי"", ""role"": ""סייעת, אשדוד""}, {""name"": ""פנינה סאלם"", ""role"": ""סייעת, לב השרון""}, {""name"": ""שולמית שוגר"", ""role"": ""סייעת, כפר סבא""}, {""name"": ""רותי תורג'מן"", ""role"": ""סייעת, אשדוד, נציגת מטה ארצי""}]",[],"[""יהודית גידלי""]","[849, 756]"
474095,687,18,161,פתוחה,659,"חדר הוועדה, באגף הוועדות (קדמה), קומה 2, חדר 2720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=474095,,2012-07-30 11:00:00,,,2013-08-01 16:13:08,hYAvXg==,files/23/2/1/211529.DOC,388096,821MMQ==,136290,files/4/7/474095.csv,ERQlSQ==,136151,files/4/7/474095.txt,"[""בריאות התלמיד לקראת שנת הלימודים תשע?ג - איך חוזרים מהמהלך האסוני של הפרטת שירותי בריאות התלמיד?""]","החינוך, התרבות והספורט","[""עינת וילף – היו\""ר""]","[{""name"": ""עירית ליבנה"", ""role"": ""מפקחת על תחום הבריאות, משרד החינוך""}, {""name"": ""ערן הכהן"", ""role"": ""רפרנט בריאות, אגף תקציבים, משרד האוצר""}, {""name"": ""מירה חונוביץ"", ""role"": ""אחות מפקחת ארצית, משרד הבריאות""}, {""name"": ""פרופ' יונה אמיתי"", ""role"": ""מנהל המחלקה לאם, לילד ולמתבגר, משרד הבריאות""}, {""name"": ""פרופ' איתמר גרוטו"", ""role"": ""ראש שירותי בריאות הציבור, משרד הבריאות""}, {""name"": ""ד\""ר מנואל כץ"", ""role"": ""רופא אחראי, משרד הבריאות""}, {""name"": ""אודי קלינר"", ""role"": ""עוזר ראש שירותי בוה\""צ, משרד הבריאות""}, {""name"": ""רות דיין מדר"", ""role"": ""מנהלת תחום בריאות, מרכז השלטון המקומי""}, {""name"": ""יצחק קדמן"", ""role"": ""מנכ\""ל המועצה הלאומית לשלום הילד""}, {""name"": ""מוריה אשכנזי"", ""role"": ""יושב ראש חטיבה, אחיות בריאות הציבור""}, {""name"": ""עו\""ד מלי כ\""ץ מגן"", ""role"": ""אלו\""ט""}, {""name"": ""נמרוד אלטמן"", ""role"": ""מנכ\""ל \""נטלי\""""}, {""name"": ""דורון קוטלר"", ""role"": ""מנכ\""ל חטיבת חינוך והדרכה, \""נטלי\""""}, {""name"": ""רינה הכהן"", ""role"": ""מועצה ציבורית להורים בישראל""}, {""name"": ""עו\""ד מירב שאול שלם"", ""role"": ""\""נטלי\""""}, {""name"": ""עו\""ד דבי גילד חיו"", ""role"": ""האגודה לזכויות האזרח""}, {""name"": ""אבישי זהר"", ""role"": ""\""נטלי\""""}, {""name"": ""דרור שודרון"", ""role"": ""המשמר החברתי""}, {""name"": ""חיה שיזף מיכאלי"", ""role"": ""המשמר האזרחי""}]",[],[],[849]
474097,686,18,161,פתוחה,659,"חדר הוועדה, באגף הוועדות (קדמה), קומה 2, חדר 2720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=474097,,2012-07-30 09:00:00,,,2013-07-27 23:15:30,PKw16A==,files/23/2/1/211114.DOC,317440,UpYSbg==,120608,files/4/7/474097.csv,YP644g==,120479,files/4/7/474097.txt,"[""מנגנוני אפליית תלמידים במערכת החינוך - לקראת שנת הלימודים תשע?ג""]","החינוך, התרבות והספורט","[""עינת וילף – היו\""ר"", ""חיים אמסלם""]","[{""name"": ""דורית מורג"", ""role"": ""היועצת המשפטית, משרד החינוך""}, {""name"": ""רחל מתוקי"", ""role"": ""מנהלת מחוז חיפה, משרד החינוך""}, {""name"": ""שרה נעמן"", ""role"": ""מחמ\""ד מחוז מרכז, משרד החינוך""}, {""name"": ""שאולי פאר"", ""role"": ""נציג דוברות המשרד, משרד החינוך""}, {""name"": ""בלה רדונסקי"", ""role"": ""עוזרת ראשית ליועמ\""ש, משרד החינוך""}, {""name"": ""שוש רוזה איפרגן"", ""role"": ""סגנית מנהלת האגף לחינוך מוכר שאינו, משרד החינוך""}, {""name"": ""מאיה שריר"", ""role"": ""מנהלת אגף קליטת תלמידים עולים, משרד החינוך""}, {""name"": ""ד\""ר שרי פייר"", ""role"": ""מנהלת תחום בכירה בחינוך, המשרד לקליטת העליה""}, {""name"": ""אתי אלוני"", ""role"": ""ראש מנהל חינוך, מרכז השלטון המקומי""}, {""name"": ""חגית חובב"", ""role"": ""יועצת, ארגוני עולים""}, {""name"": ""זיוה מקונן-דגו"", ""role"": ""מנכ\""ל, ארגוני עולים""}, {""name"": ""רינה כהן"", ""role"": ""חברת הוועד המנהל""}, {""name"": ""עו\""ד יואב ללום"", ""role"": ""עמותת \""נוער כהלכה\""""}]",[],"[""יהודית גידלי""]","[849, 795]"
474099,689,18,161,פתוחה,659,"חדר הוועדה, באגף הוועדות (קדמה), קומה 2, חדר 2720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=474099,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3075,2012-07-31 11:00:00,,,2013-08-01 16:20:15,CBZW+A==,files/23/2/1/211700.DOC,276480,V32K9g==,134137,files/4/7/474099.csv,9HpIBQ==,134019,files/4/7/474099.txt,"[""החינוך במגזר הלא יהודי לקראת שנת הלימודים תשע?ג""]","החינוך, התרבות והספורט","[""עינת וילף – היו\""ר"", ""מוחמד ברכה"", ""מסעוד גנאים"", ""אחמד טיבי""]","[{""name"": ""מוחמד אלהיב"", ""role"": ""ד\""ר, ממונה ארצי על החינוך הבדואי, משרד החינוך""}, {""name"": ""עבדאללה חטיב"", ""role"": ""ד\""ר, מנהל אגף חינוך לערבים, משרד החינוך""}, {""name"": ""מוהנא פארס"", ""role"": ""ממונה על החינוך הדרוזי והצ'רקסי, משרד החינוך""}, {""name"": ""גנאדי קמנצקי"", ""role"": ""מנהל אגף מיפוי ותכנון, משרד החינוך""}, {""name"": ""שמעון אבני"", ""role"": ""ממונה ביטחון, מוסדות חינוך, משרד החינוך""}, {""name"": ""מקס אביסרור"", ""role"": ""ד\""ר, יו\""ר ועד המנהל, מכללת לווינסקי""}, {""name"": ""זיו בר"", ""role"": ""ע. ראש מינהל חינוך, מרכז השלטון המקומי""}, {""name"": ""עאטף מועדי"", ""role"": ""ועדת המעקב לענייני החינוך הערבי""}, {""name"": ""נורית בירגר"", ""role"": ""ס. ממונה נוער וחניכות, משרד התמ\""ת""}, {""name"": ""יערה שפירא"", ""role"": ""דוברת מועצת התלמידים והנוער הארצי""}, {""name"": ""בראל טיורי"", ""role"": ""נציג מועצת התלמידים והנוער הארצית""}, {""name"": ""לבנת גבריאלוב"", ""role"": ""מרכזת בכירה תקציב פורמאלי במשרד החינוך""}, {""name"": ""יואב אזולאי"", ""role"": ""מנהל אגף א' כלכלה וסטטיסטיקה, משרד החינוך""}, {""name"": ""דוד מזרחי"", ""role"": ""מנהל אגף תקציבים - משרד החינוך""}, {""name"": ""שמואל ביוטל"", ""role"": ""רס\""ר, מ' חטיבת אבטחה/ר' תחום אבטחת מוס\""ח במגזר הלא יהודי""}, {""name"": ""אורי שמרת"", ""role"": ""אגף תקציבים, משרד האוצר""}]","[""מירב ישראלי""]","[""יהודית גידלי""]","[208, 849, 844, 197]"
474102,690,18,161,פתוחה,659,"חדר הוועדה, באגף הוועדות (קדמה), קומה 2, חדר 2720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=474102,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3076,2012-08-01 09:00:00,,,2013-08-01 16:20:19,Vkcv0Q==,files/23/2/1/211823.DOC,314368,2V49Eg==,126992,files/4/7/474102.csv,NSfS3w==,126994,files/4/7/474102.txt,"[""החינוך בגיל הרך לקראת שנת הלימודים תשע?ג - חינוך לכל דבר""]","החינוך, התרבות והספורט","[""עינת וילף – היו\""ר""]","[{""name"": ""סימה חדד מה יפית"", ""role"": ""מנהלת האגף לחינוך קדם יסודי, משרד החינוך""}, {""name"": ""מיכל כהן"", ""role"": ""מנהלת המינהל הפדגוגי, משרד החינוך""}, {""name"": ""שולמית ביסמנובסקי"", ""role"": ""דוברת, ארגון גני הילדים הפרטיים""}, {""name"": ""קרן שמש-פרלמוטר"", ""role"": ""עו\""ד - מנהלת, \""איתך\""""}, {""name"": ""נטע ליפשיץ"", ""role"": ""מזכירה, ארגון גני הילדים""}, {""name"": ""גילי אלון"", ""role"": ""פעילה במטה הסיעות, מוזמנים נוספים""}, {""name"": ""רחל גבאי"", ""role"": ""מטה סייעות חינוכי ארצי-בית חברתי בהסתדרות""}, {""name"": ""עופרה כהן"", ""role"": ""גננת""}, {""name"": ""אריאלה לוי"", ""role"": ""יו\""ר מטה סייעות חינוכי ארצי""}, {""name"": ""סי מלר"", ""role"": ""מנהלת גן, ארגון גננות מחנכות""}, {""name"": ""פנינה סאלם"", ""role"": ""חברת מטה""}, {""name"": ""סמי עטר"", ""role"": ""חבר הנהלה""}, {""name"": ""שרון רוגוזינסקי"", ""role"": ""גננת, רכזת קשרי ממשל""}, {""name"": ""אוסנת רווח"", ""role"": ""חברת מטה""}, {""name"": ""רותי תורגמן"", ""role"": ""סייעת""}, {""name"": ""אתי אלוני"", ""role"": ""ראש מנהל חינוך, מרכז השלטון המקומי""}, {""name"": ""לירן שפיגל"", ""role"": ""עוזר ליועמ\""ש, משרד החינוך""}, {""name"": ""דורית חזן"", ""role"": ""יו\""ר""}, {""name"": ""חנה כנרתי"", ""role"": ""יו\""ר""}, {""name"": ""בתיה עזרן"", ""role"": ""עובדת בעיריית אשקלון""}]",[],"[""יהודית גידלי""]",[849]
474104,601,18,161,פתוחה,656,"חדר הוועדה, באגף הוועדות (קדמה), קומה 1, חדר 1820",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=474104,,2012-07-24 13:30:00,,,2013-08-01 16:19:28,APucaw==,files/23/2/1/211144.DOC,46080,24pjVg==,3448,files/4/7/474104.csv,s6qNxA==,3407,files/4/7/474104.txt,"[""חוק הרשות הלאומית למלחמה בסמים (תיקון מס' 3), התשע\""ב-2012""]",הפנים והגנת הסביבה,"[""אמנון כהן – היו\""ר""]","[{""name"": ""איריס יוגב"", ""role"": ""ראש אגף תכנון ובקרה, המשרד לביטחון הפנים""}, {""name"": ""רעיה שטנר"", ""role"": ""ע' יועמ\""ש, המשרד לביטחון הפנים""}, {""name"": ""יאיר גלר"", ""role"": ""מנכ\""ל הרשות למלחמה בסמים""}, {""name"": ""יוחאי מגימה"", ""role"": ""ראש מנהל ביטחון וחירום,, מרכז שלטון מקומי""}, {""name"": ""ד\""ר הראל פיש""}]","[""עידו יצחק""]","[""יפה שפירא""]",[210]
474105,692,18,161,פתוחה,659,"חדר הוועדה, באגף הוועדות (קדמה), קומה 2, חדר 2720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=474105,,2012-08-02 09:00:00,,,2013-08-01 16:14:22,OfD6sA==,files/23/2/1/211694.DOC,357376,9MY21w==,141046,files/4/7/474105.csv,W4CCUQ==,140984,files/4/7/474105.txt,"[""החינוך המיוחד בתשע\""ג""]","החינוך, התרבות והספורט","[""עינת וילף – היו\""ר""]","[{""name"": ""דלית שטאובר"", ""role"": ""המנהלת הכללית, משרד החינוך""}, {""name"": ""רעיה לוי-גודמן"", ""role"": ""מנהלת האגף לחינוך מיוחד, משרד החינוך""}, {""name"": ""עו\""ד דורית מורג"", ""role"": ""היועצת המשפטית, משרד החינוך""}, {""name"": ""יהודית קדש"", ""role"": ""מנהלת האגף לחינוך יסודי, משרד החינוך""}, {""name"": ""עדי קורסיה"", ""role"": ""מנהל תחום תקציב פורמאלי, אגף כלכלה ותקציבים, משרד החינוך""}, {""name"": ""מוטי רוזנר"", ""role"": ""מנהל אגף פיתוח מקצועי לעו\""ה, משרד החינוך""}, {""name"": ""אלי דרור"", ""role"": ""יועץ למנכ\""לית משרד החינוך""}, {""name"": ""ד\""ר עדינה יוסף"", ""role"": ""רופאה בכירה, בריאות הציבור, משרד הבריאות""}, {""name"": ""איתנה ברמן"", ""role"": ""עו\""ס, סגנית מנהלת שרות ילד ונוער, משרד הרווחה""}, {""name"": ""יעל דורי""}, {""name"": ""_""}, {""name"": ""עו\""ס, מפקחת ארצית פנימיות, משרד הרווחה""}, {""name"": ""הדס זהבי"", ""role"": ""מפקחת ארצית ילדים ונוער עם נכויות, משרד הרווחה""}, {""name"": ""עו\""ד טובה רקנטי"", ""role"": ""לשכה משפטית, נציבות שוויון זכויות לאנשים עם מוגבלות""}, {""name"": ""כרמל אבנד"", ""role"": ""מנהלת חטיבת נעורים, אלו\""ט""}, {""name"": ""בשמת בר נדב"", ""role"": ""חברת הנהלת נעורים, אלו\""ט""}, {""name"": ""עו\""ד מלי כ\""ץ-מגן"", ""role"": ""עורכת דין, אלו\""ט""}, {""name"": ""אבי מספין"", ""role"": ""דובר אק\""ים ישראל""}, {""name"": ""עו\""ד נעה ביתן"", ""role"": ""יועצת משפטית, אק\""ים ישראל""}, {""name"": ""בתיה שפירא"", ""role"": ""מנהלת מחלקה לחינוך מיוחד, עיריית ירושלים""}, {""name"": ""רות ינובסקי"", ""role"": ""פסיכולוגית חינוכית שפ\""ה, עיריית ירושלים""}, {""name"": ""גילי אלון"", ""role"": ""פעילה במטה הסייעות, סייעת בעיריית באר שבע""}, {""name"": ""אפרת בצלאל"", ""role"": ""סגן יו\""ר ארגון ההורים בחינוך המיוחד, אמא לילד עם צרכים מיוחדים""}, {""name"": ""איילת פולג"", ""role"": ""נציגת מועצת התלמידים והנוער הארצית""}, {""name"": ""אריאלה לוי"", ""role"": ""יו\""ר מטה סייעות חינוכי ארצי""}, {""name"": ""סמדר בראנץ"", ""role"": ""סייעת אישית, חברת מטה סייעות חינוכי ארצי""}, {""name"": ""מיכל כתריאל"", ""role"": ""סייעת אישית, חברת מטה סייעות חינוכי ארצי""}, {""name"": ""דפנה אזרזר"", ""role"": ""מנכ\""ל אהב\""ה - ארגון הנכים בישראל המיוחד""}, {""name"": ""אילנית סבן"", ""role"": ""חברה בארגון אהב\""ה, אמא חד הורית לילד בעל צרכים מיוחדים""}, {""name"": ""דוד מאיר קסטיאל"", ""role"": ""חבר בארגון אהב\""ה""}, {""name"": ""יעל ממן"", ""role"": ""חברה בארגון אהב\""ה, אמא לילדה בחינוך המיוחד""}, {""name"": ""מינה פרילוק"", ""role"": ""חברה בארגון אהב\""ה""}, {""name"": ""ריקי אלקיים-נעים"", ""role"": ""חברה בארגון אהב\""ה, אמא חד הורית לילדים בעלי צרכים מיוחדים""}, {""name"": ""גלי אניב"", ""role"": ""חברה בארגון אהב\""ה""}, {""name"": ""שרונה גל"", ""role"": ""חברה בארגון אהב\""ה""}, {""name"": ""נתנאל גל"", ""role"": ""חבר בארגון אהב\""ה""}, {""name"": ""יוליה בן משה"", ""role"": ""יועצת ארגונית, קואליציית הורים לילדים מיוחדים""}, {""name"": ""עו\""ד רויטל לן-כהן"", ""role"": ""מנהלת טיפול, קואליציית הורים לילדים מיוחדים""}, {""name"": ""דנה קייזר"", ""role"": ""פעילה בקואליציית הורים לילדים מיוחדים""}, {""name"": ""יעל ניר"", ""role"": ""מרכזת פעילות, ועד ההורים המשלבים""}, {""name"": ""רותי סיטקל"", ""role"": ""סייעת רפואית, גבעתיים""}, {""name"": ""עו\""ד קרן שמש-פרלמוטר"", ""role"": ""מנהלת עמותת איתך, עכו""}]","[""מירב ישראלי""]","[""יהודית גידלי""]",[849]
474107,693,18,161,פתוחה,659,"חדר הוועדה, באגף הוועדות (קדמה), קומה 2, חדר 2720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=474107,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3087,2012-08-02 11:00:00,,,2013-08-01 16:14:16,yWQNJQ==,files/23/2/1/211696.DOC,148480,1wigJQ==,66164,files/4/7/474107.csv,SAbVmQ==,66138,files/4/7/474107.txt,"[""הספורט כדרך  - מפגש חגיגי עם שחקני NBA המבקרים בארץ""]","החינוך, התרבות והספורט","[""עינת וילף – היו\""ר""]","[{""name"": ""עופר לידרור"", ""role"": ""יו\""ר מחלקת הנוער, הפועל תל-אביב כדורסל""}, {""name"": ""דוד קריזלמן"", ""role"": ""משרד אייפק, ירושלים""}, {""name"": ""מרווין רוברטס"", ""role"": ""לוס אנג'לס לייקרס""}, {""name"": ""ארני פיילקו"", ""role"": ""האיגוד הלאומי של שחקני העבר בכדורסל""}, {""name"": ""קני באטל"", ""role"": ""גולדנסטייט / פיניקס / דנוור / בוסטון""}, {""name"": ""סדריק סבאלוס"", ""role"": ""לוס אנג'לס לייקרס""}, {""name"": ""סם וינסנט"", ""role"": ""בוסטון / סיאטל / שיקגו  / אורלנדו""}, {""name"": ""ג'ו קארול"", ""role"": ""גולדנסטייט ווריארס""}, {""name"": ""בטסי קורן"", ""role"": ""מועצת המנהלים AIY AC""}, {""name"": ""דניאל שאייס"", ""role"": ""אורלנדו מג'יק / דנוור נאגטס""}, {""name"": ""סטיבן בארדו"", ""role"": ""דאלאס מאבריקס/סאן אנטוניו ספרס/דטרויט""}, {""name"": ""דייל אליס"", ""role"": ""דאלאס מאבריקס/סיאטל סופרסוניקס/סאן אנטוניו ספרס/מילווקי באקס/דנוור נאגטס""}, {""name"": ""ריצ'ארד ברנט"", ""role"": ""לוס אנג'לס לייקרס / ניו יורק ניקס""}, {""name"": ""סדריק טוניי"", ""role"": ""ניו יורק ניקס/CAVS/אטלנטה הוקס""}, {""name"": ""ווילי ברטון"", ""role"": ""מיאמי היט""}, {""name"": ""ספנסר הייווד"", ""role"": ""לוס אנג'לס לייקרס / הניקס""}, {""name"": ""סטיבן הווארד"", ""role"": ""יוטה ג'אז/סאן אנטוניו ספרס/סיאטל סופרסוניק""}, {""name"": ""סוזן פיילקו"", ""role"": ""דיאדרה טוניי""}, {""name"": ""_""}]",[],"[""יהודית גידלי""]",[849]
474109,694,18,161,פתוחה,659,"חדר הוועדה, באגף הוועדות (קדמה), קומה 2, חדר 2720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=474109,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3088,2012-08-02 13:00:00,,,2013-08-01 16:14:23,YyPsdw==,files/23/2/1/211699.DOC,359424,WDlqCw==,146806,files/4/7/474109.csv,dHFixA==,146822,files/4/7/474109.txt,"[""תמרוץ דיפרנציאלי למורים - עשה ואל תעשה בהשתתפות פרופסור דן אריאלי""]","החינוך, התרבות והספורט","[""עינת וילף – היו\""ר""]","[{""name"": ""פרופסור דן אריאלי""}, {""name"": ""_""}, {""name"": ""פסיכולוגיה התנהגותית""}, {""name"": ""פרופסור מיכל בלר"", ""role"": ""מנכ\""לית ראמ\""ה, משרד החינוך""}, {""name"": ""יפה פס"", ""role"": ""מנהלת האגף לחינוך יסודי, משרד החינוך""}, {""name"": ""מירי ונד"", ""role"": ""מנהלת גף מוסדות חינוך, משרד החינוך""}, {""name"": ""אורי שמרת"", ""role"": ""רפרנט חינוך באגף תקציבים, משרד האוצר""}, {""name"": ""שרה פריזרוביץ"", ""role"": ""סגן מנהל האגף להכשרה מקצועית, משרד התעשייה, המסחר והתעסוקה""}, {""name"": ""תומר בליטי-דגן"", ""role"": ""רכז חטיבה, חבר מועצה, ארגון המורים""}, {""name"": ""דב ברק"", ""role"": ""הדרכת מחנכים-מורים, גמלאי ארגון המורים""}, {""name"": ""פז כהן"", ""role"": ""יו\""ר ועד הורים, ארגון ההורים בירושלים""}, {""name"": ""זיוה מקונן-דגו"", ""role"": ""מנכ\""לית אגודה ישראלית למען יהודי אתיופיה""}, {""name"": ""זהבה שפר"", ""role"": ""M.A, יו\""ר מחלקת כספים, פדגוגיה ואיכות""}, {""name"": ""מיכל רוזנצוייג"", ""role"": ""מורה, פעילי החינוך""}, {""name"": ""גילי רומן"", ""role"": ""פעיל חינוך""}, {""name"": ""נילי אבינון"", ""role"": ""פעילי החינוך""}, {""name"": ""אמנון רבינוביץ"", ""role"": ""מורה בבית הספר זיו בירושלים""}, {""name"": ""רועי פרלשטיין-דביר"", ""role"": ""מורה""}, {""name"": ""אורי קנדל""}, {""name"": ""_""}, {""name"": ""מורה""}, {""name"": ""טלי לרנר""}, {""name"": ""-""}, {""name"": ""מורה בתיכון""}, {""name"": ""גידי אבירם"", ""role"": ""עוזר מחקר וסטודנט לפסיכולוגיה וקוגניציה, האוניברסיטה העברית""}, {""name"": ""רועי לבנון"", ""role"": ""סטודנט לפסיכולוגיה וקוגניציה ואיש חינוך""}, {""name"": ""צפי שומר""}, {""name"": ""_""}, {""name"": ""פעילה""}, {""name"": ""נעה סביר""}, {""name"": ""_""}, {""name"": ""פעילה, מורה בתל אביב""}]","[""מירב ישראלי""]","[""יהודית גידלי""]",[849]
